EPOCH_TIME__yyyy-mm-ddThh:mm:ss.sssZ,IonDensityN_cc,VTH_ION_FULL_ESA-B__km/s,X_(@_x_)_Re,Y_(@_y_)_Re,Z_(@_z_)_Re,X_(@_x_)_Rm,Y_(@_y_)_Rm,Z_(@_z_)_Rm
2019-08-14T11:44:34.064Z,0.06,23.4,-61.74,14.646,-2.137,0.795,8.209,0.293
2019-08-14T11:46:51.999Z,0.04,21.6,-61.738,14.634,-2.138,0.817,8.232,0.294
2019-08-14T11:49:09.935Z,0.06,21,-61.736,14.621,-2.14,0.842,8.258,0.293
2019-08-14T11:51:27.870Z,0.06,20.3,-61.734,14.609,-2.141,0.867,8.279,0.293
2019-08-14T11:53:45.805Z,-1.00E+31,-1.00E+31,-61.73,14.596,-2.144,0.892,8.305,0.293
2019-08-14T11:56:03.741Z,0.07,22.3,-61.728,14.584,-2.146,0.918,8.326,0.29
2019-08-14T11:58:21.676Z,0.07,21.6,-61.726,14.571,-2.147,0.942,8.351,0.293
2019-08-14T12:00:39.611Z,0.07,7.3,-61.723,14.559,-2.15,0.965,8.375,0.29
2019-08-14T12:02:57.547Z,0.05,12.3,-61.72,14.545,-2.152,0.993,8.395,0.29
2019-08-14T12:05:15.482Z,0.07,10.5,-61.718,14.533,-2.153,1.015,8.42,0.29
2019-08-14T12:07:33.418Z,0.03,50.3,-61.715,14.52,-2.156,1.04,8.44,0.29
2019-08-14T12:09:51.353Z,0.06,18.3,-61.712,14.507,-2.157,1.065,8.464,0.289
2019-08-14T12:12:09.288Z,0.05,30.7,-61.71,14.494,-2.159,1.091,8.485,0.29
2019-08-14T12:14:27.224Z,0.06,29.8,-61.708,14.481,-2.161,1.115,8.506,0.286
2019-08-14T12:16:45.159Z,0.05,23.5,-61.705,14.467,-2.163,1.138,8.525,0.29
2019-08-14T12:19:03.094Z,0.04,19.2,-61.703,14.455,-2.165,1.163,8.55,0.286
2019-08-14T12:21:21.030Z,0.05,32.2,-61.7,14.441,-2.166,1.188,8.568,0.288
2019-08-14T12:23:38.965Z,0.04,28.4,-61.697,14.428,-2.169,1.211,8.589,0.286
2019-08-14T12:25:56.900Z,0.06,21.2,-61.695,14.414,-2.171,1.235,8.611,0.286
2019-08-14T12:28:14.836Z,0.06,20.3,-61.693,14.401,-2.172,1.26,8.628,0.286
2019-08-14T12:30:32.771Z,0.06,14,-61.689,14.387,-2.175,1.286,8.649,0.284
2019-08-14T12:32:50.706Z,0.06,26.9,-61.687,14.373,-2.177,1.311,8.665,0.282
2019-08-14T12:35:08.642Z,0.06,11,-61.685,14.36,-2.178,1.333,8.69,0.286
2019-08-14T12:37:26.577Z,0.05,41.4,-61.683,14.346,-2.18,1.357,8.708,0.282
2019-08-14T12:39:44.512Z,0.06,36.1,-61.68,14.333,-2.182,1.38,8.727,0.282
2019-08-14T12:42:02.448Z,-1.00E+31,-1.00E+31,-61.677,14.319,-2.184,1.409,8.747,0.282
2019-08-14T12:44:20.383Z,0.05,21.2,-61.675,14.304,-2.186,1.43,8.761,0.281
2019-08-14T12:46:38.318Z,0.06,16.5,-61.672,14.29,-2.188,1.453,8.781,0.281
2019-08-14T12:48:56.254Z,0.06,22.7,-61.67,14.276,-2.19,1.477,8.802,0.279
2019-08-14T12:51:14.189Z,-1.00E+31,-1.00E+31,-61.668,14.262,-2.192,1.5,8.818,0.279
2019-08-14T12:53:32.125Z,-1.00E+31,-1.00E+31,-61.664,14.248,-2.194,1.528,8.836,0.279
2019-08-14T12:55:50.060Z,0.07,35.6,-61.662,14.234,-2.196,1.55,8.852,0.279
2019-08-14T12:58:07.995Z,0.06,16.9,-61.66,14.219,-2.198,1.574,8.869,0.275
2019-08-14T13:00:25.931Z,0.03,20.6,-61.658,14.205,-2.199,1.596,8.886,0.279
2019-08-14T13:02:43.866Z,0.06,23.4,-61.655,14.191,-2.202,1.619,8.903,0.275
2019-08-14T13:05:01.802Z,-1.00E+31,-1.00E+31,-61.652,14.176,-2.204,1.647,8.92,0.275
2019-08-14T13:07:19.737Z,-1.00E+31,-1.00E+31,-61.65,14.162,-2.205,1.669,8.935,0.275
2019-08-14T13:09:37.673Z,0.05,27.3,-61.647,14.147,-2.208,1.694,8.951,0.275
2019-08-14T13:11:55.608Z,-1.00E+31,-1.00E+31,-61.645,14.132,-2.21,1.716,8.967,0.271
2019-08-14T13:14:13.544Z,-1.00E+31,-1.00E+31,-61.643,14.117,-2.211,1.74,8.983,0.274
2019-08-14T13:16:31.479Z,0.06,21.9,-61.64,14.102,-2.214,1.763,8.997,0.271
2019-08-14T13:18:49.414Z,-1.00E+31,-1.00E+31,-61.638,14.088,-2.216,1.784,9.014,0.271
2019-08-14T13:21:07.350Z,-1.00E+31,-1.00E+31,-61.635,14.073,-2.217,1.813,9.03,0.271
2019-08-14T13:23:25.285Z,-1.00E+31,-1.00E+31,-61.633,14.058,-2.219,1.835,9.044,0.27
2019-08-14T13:25:43.221Z,-1.00E+31,-1.00E+31,-61.63,14.043,-2.222,1.857,9.057,0.268
2019-08-14T13:28:01.156Z,-1.00E+31,-1.00E+31,-61.628,14.028,-2.223,1.882,9.074,0.268
2019-08-14T13:30:19.092Z,0.06,36.2,-61.626,14.013,-2.225,1.903,9.086,0.268
2019-08-14T13:32:37.027Z,0.04,21.8,-61.623,13.998,-2.228,1.926,9.102,0.265
2019-08-14T13:34:54.962Z,-1.00E+31,-1.00E+31,-61.621,13.982,-2.229,1.95,9.11,0.267
2019-08-14T13:37:12.898Z,-1.00E+31,-1.00E+31,-61.618,13.967,-2.231,1.976,9.127,0.264
2019-08-14T13:39:30.833Z,-1.00E+31,-1.00E+31,-61.615,13.951,-2.234,1.997,9.14,0.264
2019-08-14T13:41:48.769Z,0.06,22.2,-61.613,13.936,-2.235,2.022,9.153,0.263
2019-08-14T13:44:06.704Z,0.05,25.5,-61.611,13.92,-2.237,2.044,9.166,0.264
2019-08-14T13:46:24.639Z,0.08,49.9,-61.609,13.905,-2.239,2.066,9.179,0.26
2019-08-14T13:48:42.575Z,0.05,25.7,-61.606,13.889,-2.241,2.088,9.19,0.264
2019-08-14T13:51:00.510Z,0.07,25.5,-61.604,13.874,-2.243,2.113,9.206,0.26
2019-08-14T13:53:18.446Z,0.05,26.2,-61.602,13.858,-2.245,2.134,9.214,0.259
2019-08-14T13:55:36.381Z,0.05,30.7,-61.599,13.842,-2.247,2.157,9.228,0.26
2019-08-14T13:57:54.316Z,0.05,33.5,-61.597,13.827,-2.249,2.181,9.242,0.26
2019-08-14T14:00:12.252Z,0.05,31.6,-61.595,13.811,-2.251,2.203,9.25,0.257
2019-08-14T14:02:30.187Z,0.07,25.6,-61.592,13.794,-2.253,2.224,9.263,0.257
2019-08-14T14:04:48.123Z,0.06,53.3,-61.59,13.778,-2.255,2.247,9.271,0.257
2019-08-14T14:07:06.058Z,-1.00E+31,-1.00E+31,-61.588,13.762,-2.257,2.271,9.283,0.253
2019-08-14T14:09:23.993Z,0.06,28.9,-61.586,13.746,-2.259,2.293,9.295,0.253
2019-08-14T14:11:41.929Z,-1.00E+31,-1.00E+31,-61.583,13.73,-2.261,2.315,9.304,0.253
2019-08-14T14:13:59.864Z,-1.00E+31,-1.00E+31,-61.581,13.714,-2.263,2.336,9.316,0.253
2019-08-14T14:16:17.800Z,0.07,17.5,-61.579,13.698,-2.265,2.36,9.325,0.249
2019-08-14T14:18:35.735Z,0.06,14,-61.576,13.682,-2.267,2.383,9.336,0.252
2019-08-14T14:20:53.670Z,-1.00E+31,-1.00E+31,-61.574,13.666,-2.269,2.405,9.348,0.249
2019-08-14T14:23:11.606Z,-1.00E+31,-1.00E+31,-61.572,13.649,-2.271,2.426,9.354,0.249
2019-08-14T14:25:29.541Z,-1.00E+31,-1.00E+31,-61.57,13.633,-2.273,2.45,9.365,0.248
2019-08-14T14:27:47.476Z,0.06,45.7,-61.567,13.616,-2.275,2.473,9.377,0.249
2019-08-14T14:30:05.412Z,-1.00E+31,-1.00E+31,-61.565,13.599,-2.277,2.495,9.382,0.246
2019-08-14T14:32:23.347Z,0.06,24.1,-61.563,13.583,-2.279,2.517,9.394,0.244
2019-08-14T14:34:41.282Z,0.08,38.3,-61.56,13.566,-2.281,2.538,9.401,0.246
2019-08-14T14:36:59.218Z,0.07,24.4,-61.558,13.55,-2.283,2.56,9.411,0.246
2019-08-14T14:39:17.153Z,0.06,28.2,-61.556,13.533,-2.285,2.584,9.419,0.242
2019-08-14T14:41:35.089Z,-1.00E+31,-1.00E+31,-61.553,13.516,-2.287,2.605,9.426,0.242
2019-08-14T14:43:53.024Z,-1.00E+31,-1.00E+31,-61.551,13.499,-2.289,2.628,9.433,0.242
2019-08-14T14:46:10.959Z,-1.00E+31,-1.00E+31,-61.549,13.483,-2.291,2.65,9.444,0.238
2019-08-14T14:48:28.895Z,-1.00E+31,-1.00E+31,-61.547,13.466,-2.293,2.672,9.451,0.238
2019-08-14T14:50:46.830Z,-1.00E+31,-1.00E+31,-61.544,13.449,-2.295,2.693,9.458,0.238
2019-08-14T14:53:04.765Z,-1.00E+31,-1.00E+31,-61.543,13.431,-2.297,2.711,9.466,0.238
2019-08-14T14:55:22.701Z,-1.00E+31,-1.00E+31,-61.541,13.414,-2.299,2.735,9.473,0.235
2019-08-14T14:57:40.636Z,-1.00E+31,-1.00E+31,-61.538,13.397,-2.301,2.756,9.48,0.237
2019-08-14T14:59:58.572Z,-1.00E+31,-1.00E+31,-61.536,13.38,-2.303,2.78,9.488,0.235
2019-08-14T15:02:16.507Z,-1.00E+31,-1.00E+31,-61.534,13.363,-2.305,2.8,9.492,0.234
2019-08-14T15:04:34.442Z,-1.00E+31,-1.00E+31,-61.531,13.345,-2.308,2.823,9.499,0.231
2019-08-14T15:06:52.378Z,-1.00E+31,-1.00E+31,-61.529,13.328,-2.309,2.845,9.506,0.235
2019-08-14T15:09:10.313Z,-1.00E+31,-1.00E+31,-61.528,13.311,-2.311,2.863,9.51,0.231
2019-08-14T15:11:28.249Z,0.05,13.7,-61.526,13.293,-2.313,2.884,9.517,0.229
2019-08-14T15:13:46.184Z,0.06,10.7,-61.523,13.276,-2.315,2.906,9.524,0.23
2019-08-14T15:16:04.120Z,-1.00E+31,-1.00E+31,-61.521,13.258,-2.317,2.928,9.528,0.227
2019-08-14T15:18:22.055Z,-1.00E+31,-1.00E+31,-61.519,13.24,-2.319,2.949,9.533,0.227
2019-08-14T15:20:39.991Z,-1.00E+31,-1.00E+31,-61.516,13.223,-2.322,2.972,9.538,0.224
2019-08-14T15:22:57.926Z,-1.00E+31,-1.00E+31,-61.515,13.205,-2.323,2.989,9.543,0.227
2019-08-14T15:25:15.862Z,-1.00E+31,-1.00E+31,-61.513,13.188,-2.325,3.013,9.55,0.224
2019-08-14T15:27:33.797Z,-1.00E+31,-1.00E+31,-61.51,13.169,-2.328,3.034,9.552,0.224
2019-08-14T15:29:51.733Z,-1.00E+31,-1.00E+31,-61.508,13.152,-2.33,3.054,9.558,0.22
2019-08-14T15:32:09.668Z,0.1,72.1,-61.506,13.134,-2.331,3.078,9.562,0.223
2019-08-14T15:34:27.604Z,0.1,63.8,-61.505,13.116,-2.333,3.095,9.567,0.22
2019-08-14T15:36:45.539Z,-1.00E+31,-1.00E+31,-61.502,13.098,-2.336,3.116,9.569,0.217
2019-08-14T15:39:03.474Z,-1.00E+31,-1.00E+31,-61.5,13.081,-2.338,3.14,9.576,0.217
2019-08-14T15:41:21.410Z,-1.00E+31,-1.00E+31,-61.499,13.062,-2.339,3.157,9.577,0.216
2019-08-14T15:43:39.345Z,-1.00E+31,-1.00E+31,-61.496,13.044,-2.342,3.177,9.58,0.216
2019-08-14T15:45:57.281Z,-1.00E+31,-1.00E+31,-61.494,13.026,-2.344,3.198,9.587,0.213
2019-08-14T15:48:15.216Z,0.06,33.8,-61.492,13.008,-2.345,3.221,9.588,0.216
2019-08-14T15:50:33.152Z,-1.00E+31,-1.00E+31,-61.49,12.99,-2.348,3.239,9.591,0.213
2019-08-14T15:52:51.087Z,0.06,8.2,-61.488,12.971,-2.35,3.259,9.594,0.213
2019-08-14T15:55:09.023Z,0.05,30.5,-61.486,12.953,-2.352,3.28,9.595,0.209
2019-08-14T15:57:26.958Z,0.04,15.3,-61.485,12.934,-2.353,3.3,9.598,0.211
2019-08-14T15:59:44.894Z,0.07,45.9,-61.482,12.916,-2.356,3.321,9.602,0.209
2019-08-14T16:02:02.829Z,0.06,54.5,-61.481,12.898,-2.358,3.338,9.602,0.209
2019-08-14T16:04:20.764Z,0.07,30.4,-61.479,12.879,-2.36,3.36,9.605,0.207
2019-08-14T16:06:38.700Z,0.06,20.6,-61.476,12.861,-2.362,3.381,9.609,0.207
2019-08-14T16:08:56.635Z,0.05,12.9,-61.475,12.841,-2.364,3.399,9.609,0.205
2019-08-14T16:11:14.571Z,0.05,9.8,-61.473,12.823,-2.366,3.421,9.609,0.202
2019-08-14T16:13:32.506Z,0.07,18.9,-61.47,12.805,-2.368,3.443,9.613,0.204
2019-08-14T16:15:50.442Z,0.06,17.5,-61.469,12.785,-2.37,3.46,9.613,0.202
2019-08-14T16:18:08.377Z,0.05,19.2,-61.467,12.767,-2.372,3.482,9.613,0.201
2019-08-14T16:20:26.312Z,-1.00E+31,-1.00E+31,-61.466,12.748,-2.374,3.498,9.615,0.198
2019-08-14T16:22:44.248Z,0.06,42,-61.463,12.729,-2.376,3.519,9.615,0.201
2019-08-14T16:25:02.183Z,-1.00E+31,-1.00E+31,-61.462,12.711,-2.378,3.536,9.616,0.198
2019-08-14T16:27:20.119Z,-1.00E+31,-1.00E+31,-61.46,12.691,-2.38,3.558,9.616,0.197
2019-08-14T16:29:38.054Z,0.07,16.8,-61.458,12.672,-2.383,3.576,9.616,0.194
2019-08-14T16:31:55.989Z,0.05,21.3,-61.456,12.654,-2.384,3.597,9.616,0.194
2019-08-14T16:34:13.925Z,0.06,26.7,-61.454,12.634,-2.386,3.617,9.616,0.194
2019-08-14T16:36:31.860Z,0.04,29.4,-61.452,12.615,-2.389,3.635,9.616,0.191
2019-08-14T16:38:49.796Z,0.05,5.6,-61.451,12.596,-2.391,3.652,9.613,0.191
2019-08-14T16:41:07.731Z,0.03,21.5,-61.449,12.577,-2.392,3.673,9.616,0.191
2019-08-14T16:43:25.666Z,0.05,24.7,-61.447,12.557,-2.394,3.693,9.615,0.189
2019-08-14T16:45:43.602Z,-1.00E+31,-1.00E+31,-61.445,12.538,-2.397,3.712,9.615,0.187
2019-08-14T16:48:01.537Z,0.05,35.8,-61.444,12.519,-2.399,3.73,9.613,0.187
2019-08-14T16:50:19.473Z,0.05,27.6,-61.442,12.499,-2.401,3.751,9.612,0.185
2019-08-14T16:52:37.408Z,-1.00E+31,-1.00E+31,-61.44,12.479,-2.403,3.768,9.609,0.185
2019-08-14T16:54:55.343Z,-1.00E+31,-1.00E+31,-61.438,12.46,-2.405,3.788,9.606,0.183
2019-08-14T16:57:13.279Z,-1.00E+31,-1.00E+31,-61.437,12.44,-2.407,3.805,9.605,0.18
2019-08-14T16:59:31.214Z,-1.00E+31,-1.00E+31,-61.435,12.421,-2.41,3.824,9.605,0.18
2019-08-14T17:01:49.150Z,0.06,17.4,-61.433,12.401,-2.411,3.842,9.602,0.18
2019-08-14T17:04:07.085Z,0.04,13.8,-61.432,12.382,-2.413,3.86,9.601,0.179
2019-08-14T17:06:25.020Z,-1.00E+31,-1.00E+31,-61.43,12.362,-2.415,3.88,9.598,0.176
2019-08-14T17:08:42.956Z,-1.00E+31,-1.00E+31,-61.428,12.342,-2.417,3.899,9.597,0.176
2019-08-14T17:11:00.891Z,0.06,24.9,-61.427,12.322,-2.419,3.917,9.591,0.176
2019-08-14T17:13:18.826Z,0.06,33.6,-61.425,12.302,-2.421,3.934,9.591,0.175
2019-08-14T17:15:36.762Z,0.05,21.8,-61.423,12.282,-2.424,3.953,9.587,0.172
2019-08-14T17:17:54.697Z,0.05,24.8,-61.422,12.263,-2.426,3.971,9.584,0.169
2019-08-14T17:20:12.633Z,-1.00E+31,-1.00E+31,-61.42,12.242,-2.427,3.991,9.58,0.172
2019-08-14T17:22:30.568Z,-1.00E+31,-1.00E+31,-61.418,12.222,-2.43,4.009,9.578,0.169
2019-08-14T17:24:48.504Z,-1.00E+31,-1.00E+31,-61.417,12.203,-2.432,4.025,9.576,0.169
2019-08-14T17:27:06.439Z,-1.00E+31,-1.00E+31,-61.416,12.182,-2.434,4.042,9.569,0.165
2019-08-14T17:29:24.375Z,-1.00E+31,-1.00E+31,-61.414,12.162,-2.435,4.062,9.567,0.167
2019-08-14T17:31:42.310Z,-1.00E+31,-1.00E+31,-61.412,12.142,-2.438,4.079,9.561,0.165
2019-08-14T17:34:00.246Z,0.06,14.8,-61.411,12.122,-2.44,4.097,9.558,0.161
2019-08-14T17:36:18.181Z,0.04,38.8,-61.41,12.101,-2.442,4.114,9.553,0.161
2019-08-14T17:38:36.117Z,0.06,19.8,-61.408,12.082,-2.444,4.13,9.552,0.161
2019-08-14T17:40:54.052Z,0.06,27.9,-61.406,12.061,-2.446,4.151,9.543,0.161
2019-08-14T17:43:11.988Z,-1.00E+31,-1.00E+31,-61.405,12.04,-2.448,4.168,9.539,0.158
2019-08-14T17:45:29.923Z,-1.00E+31,-1.00E+31,-61.404,12.02,-2.45,4.183,9.536,0.158
2019-08-14T17:47:47.859Z,0.08,58.2,-61.402,12,-2.452,4.201,9.532,0.157
2019-08-14T17:50:05.794Z,0.06,53.7,-61.401,11.979,-2.454,4.218,9.525,0.157
2019-08-14T17:52:23.730Z,0.07,45,-61.399,11.958,-2.456,4.235,9.52,0.154
2019-08-14T17:54:41.665Z,-1.00E+31,-1.00E+31,-61.397,11.938,-2.459,4.255,9.515,0.151
2019-08-14T17:56:59.601Z,0.05,8.2,-61.396,11.917,-2.461,4.269,9.506,0.15
2019-08-14T17:59:17.536Z,-1.00E+31,-1.00E+31,-61.395,11.896,-2.462,4.287,9.502,0.15
2019-08-14T18:01:35.472Z,-1.00E+31,-1.00E+31,-61.393,11.876,-2.465,4.303,9.497,0.15
2019-08-14T18:03:53.407Z,0.05,16.6,-61.392,11.855,-2.467,4.32,9.492,0.147
2019-08-14T18:06:11.343Z,-1.00E+31,-1.00E+31,-61.391,11.834,-2.469,4.336,9.484,0.147
2019-08-14T18:08:29.278Z,-1.00E+31,-1.00E+31,-61.39,11.813,-2.47,4.353,9.477,0.147
2019-08-14T18:10:47.214Z,-1.00E+31,-1.00E+31,-61.388,11.792,-2.473,4.37,9.471,0.144
2019-08-14T18:13:05.149Z,0.06,20.2,-61.387,11.771,-2.475,4.387,9.466,0.143
2019-08-14T18:15:23.085Z,-1.00E+31,-1.00E+31,-61.386,11.751,-2.477,4.402,9.459,0.139
2019-08-14T18:17:41.020Z,-1.00E+31,-1.00E+31,-61.384,11.729,-2.479,4.42,9.449,0.143
2019-08-14T18:19:58.956Z,-1.00E+31,-1.00E+31,-61.383,11.708,-2.481,4.434,9.444,0.139
2019-08-14T18:22:16.891Z,0.06,20.6,-61.382,11.687,-2.483,4.451,9.436,0.138
2019-08-14T18:24:34.826Z,0.06,16.6,-61.38,11.666,-2.486,4.468,9.427,0.136
2019-08-14T18:26:52.762Z,0.05,24.7,-61.379,11.645,-2.487,4.485,9.423,0.139
2019-08-14T18:29:10.697Z,0.06,20.2,-61.378,11.623,-2.489,4.501,9.414,0.136
2019-08-14T18:31:28.633Z,0.07,16.1,-61.377,11.602,-2.491,4.516,9.406,0.134
2019-08-14T18:33:46.568Z,0.06,26.1,-61.375,11.581,-2.494,4.534,9.397,0.132
2019-08-14T18:36:04.504Z,0.07,23.1,-61.374,11.559,-2.496,4.548,9.389,0.129
2019-08-14T18:38:22.439Z,0.05,27.5,-61.373,11.538,-2.497,4.564,9.38,0.132
2019-08-14T18:40:40.375Z,0.07,5.9,-61.372,11.516,-2.5,4.58,9.372,0.128
2019-08-14T18:42:58.310Z,0.06,29.6,-61.371,11.495,-2.502,4.595,9.363,0.128
2019-08-14T18:45:16.246Z,0.06,19.8,-61.37,11.474,-2.504,4.609,9.355,0.125
2019-08-14T18:47:34.181Z,0.04,14.3,-61.368,11.452,-2.506,4.625,9.345,0.126
2019-08-14T18:49:52.117Z,0.06,14.6,-61.367,11.43,-2.508,4.642,9.335,0.125
2019-08-14T18:52:10.052Z,0.05,3.3,-61.366,11.408,-2.51,4.658,9.326,0.121
2019-08-14T18:54:27.988Z,-1.00E+31,-1.00E+31,-61.365,11.387,-2.512,4.674,9.318,0.121
2019-08-14T18:56:45.923Z,-1.00E+31,-1.00E+31,-61.364,11.365,-2.514,4.689,9.308,0.12
2019-08-14T18:59:03.858Z,0.06,13.6,-61.363,11.343,-2.516,4.703,9.297,0.121
2019-08-14T19:01:21.794Z,0.06,26,-61.362,11.321,-2.518,4.718,9.287,0.117
2019-08-14T19:03:39.729Z,0.05,19.6,-61.361,11.299,-2.521,4.732,9.278,0.115
2019-08-14T19:05:57.665Z,0.06,21,-61.36,11.277,-2.523,4.746,9.268,0.114
2019-08-14T19:08:15.600Z,0.05,25.8,-61.359,11.256,-2.524,4.762,9.257,0.114
2019-08-14T19:10:33.536Z,0.05,22.3,-61.358,11.233,-2.527,4.777,9.246,0.114
2019-08-14T19:12:51.471Z,0.06,11.3,-61.357,11.211,-2.529,4.793,9.236,0.11
2019-08-14T19:15:09.407Z,-1.00E+31,-1.00E+31,-61.356,11.19,-2.531,4.806,9.227,0.109
2019-08-14T19:17:27.342Z,-1.00E+31,-1.00E+31,-61.355,11.167,-2.532,4.821,9.215,0.11
2019-08-14T19:19:45.278Z,-1.00E+31,-1.00E+31,-61.354,11.145,-2.535,4.837,9.204,0.107
2019-08-14T19:22:03.213Z,-1.00E+31,-1.00E+31,-61.353,11.123,-2.537,4.852,9.194,0.106
2019-08-14T19:24:21.149Z,-1.00E+31,-1.00E+31,-61.352,11.101,-2.539,4.865,9.182,0.103
2019-08-14T19:26:39.084Z,-1.00E+31,-1.00E+31,-61.351,11.078,-2.541,4.88,9.17,0.105
2019-08-14T19:28:57.019Z,-1.00E+31,-1.00E+31,-61.35,11.056,-2.543,4.896,9.158,0.103
2019-08-14T19:31:14.955Z,0.05,11.2,-61.35,11.034,-2.545,4.906,9.146,0.102
2019-08-14T19:33:32.890Z,0.06,26.9,-61.348,11.012,-2.548,4.922,9.134,0.099
2019-08-14T19:35:50.826Z,-1.00E+31,-1.00E+31,-61.348,10.989,-2.55,4.935,9.122,0.096
2019-08-14T19:38:08.761Z,-1.00E+31,-1.00E+31,-61.347,10.967,-2.551,4.949,9.109,0.099
2019-08-14T19:40:26.697Z,-1.00E+31,-1.00E+31,-61.346,10.944,-2.553,4.964,9.098,0.095
2019-08-14T19:42:44.632Z,-1.00E+31,-1.00E+31,-61.345,10.922,-2.556,4.978,9.086,0.095
2019-08-14T19:45:02.568Z,-1.00E+31,-1.00E+31,-61.345,10.899,-2.558,4.988,9.07,0.092
2019-08-14T19:47:20.503Z,-1.00E+31,-1.00E+31,-61.344,10.877,-2.559,5.004,9.06,0.094
2019-08-14T19:49:38.439Z,-1.00E+31,-1.00E+31,-61.343,10.854,-2.562,5.018,9.047,0.092
2019-08-14T19:51:56.374Z,-1.00E+31,-1.00E+31,-61.342,10.831,-2.564,5.032,9.034,0.088
2019-08-14T19:54:14.310Z,-1.00E+31,-1.00E+31,-61.342,10.808,-2.566,5.045,9.018,0.088
2019-08-14T19:56:32.246Z,-1.00E+31,-1.00E+31,-61.341,10.786,-2.569,5.056,9.007,0.084
2019-08-14T19:58:50.181Z,-1.00E+31,-1.00E+31,-61.34,10.763,-2.57,5.071,8.994,0.088
2019-08-14T20:01:08.117Z,-1.00E+31,-1.00E+31,-61.34,10.74,-2.572,5.084,8.981,0.084
2019-08-14T20:03:26.052Z,-1.00E+31,-1.00E+31,-61.339,10.717,-2.574,5.096,8.966,0.083
2019-08-14T20:05:43.988Z,-1.00E+31,-1.00E+31,-61.338,10.694,-2.577,5.111,8.951,0.081
2019-08-14T20:08:01.923Z,-1.00E+31,-1.00E+31,-61.338,10.671,-2.578,5.12,8.938,0.081
2019-08-14T20:10:19.859Z,0.04,33,-61.337,10.648,-2.58,5.136,8.925,0.081
2019-08-14T20:12:37.794Z,-1.00E+31,-1.00E+31,-61.337,10.625,-2.583,5.147,8.911,0.077
2019-08-14T20:14:55.730Z,-1.00E+31,-1.00E+31,-61.336,10.602,-2.585,5.16,8.898,0.077
2019-08-14T20:17:13.666Z,-1.00E+31,-1.00E+31,-61.336,10.578,-2.586,5.173,8.878,0.077
2019-08-14T20:19:31.601Z,-1.00E+31,-1.00E+31,-61.335,10.555,-2.589,5.184,8.864,0.075
2019-08-14T20:21:49.537Z,-1.00E+31,-1.00E+31,-61.335,10.532,-2.591,5.196,8.851,0.073
2019-08-14T20:24:07.472Z,-1.00E+31,-1.00E+31,-61.334,10.509,-2.593,5.208,8.838,0.07
2019-08-14T20:26:25.408Z,-1.00E+31,-1.00E+31,-61.334,10.485,-2.595,5.222,8.819,0.07
2019-08-14T20:28:43.343Z,-1.00E+31,-1.00E+31,-61.333,10.462,-2.597,5.233,8.804,0.07
2019-08-14T20:31:01.279Z,-1.00E+31,-1.00E+31,-61.333,10.438,-2.599,5.245,8.787,0.07
2019-08-14T20:33:19.215Z,-1.00E+31,-1.00E+31,-61.332,10.415,-2.601,5.257,8.774,0.066
2019-08-14T20:35:37.150Z,-1.00E+31,-1.00E+31,-61.332,10.391,-2.604,5.269,8.757,0.064
2019-08-14T20:37:55.086Z,0.05,11,-61.331,10.368,-2.605,5.281,8.74,0.066
2019-08-14T20:40:13.021Z,-1.00E+31,-1.00E+31,-61.331,10.344,-2.607,5.293,8.724,0.062
2019-08-14T20:42:30.957Z,-1.00E+31,-1.00E+31,-61.331,10.32,-2.61,5.302,8.709,0.062
2019-08-14T20:44:48.892Z,0.05,29.5,-61.33,10.297,-2.612,5.317,8.693,0.059
2019-08-14T20:47:06.828Z,-1.00E+31,-1.00E+31,-61.33,10.273,-2.614,5.326,8.673,0.059
2019-08-14T20:49:24.763Z,-1.00E+31,-1.00E+31,-61.33,10.249,-2.615,5.338,8.658,0.059
2019-08-14T20:51:42.699Z,-1.00E+31,-1.00E+31,-61.329,10.226,-2.618,5.349,8.643,0.056
2019-08-14T20:54:00.634Z,-1.00E+31,-1.00E+31,-61.329,10.202,-2.62,5.362,8.626,0.055
2019-08-14T20:56:18.570Z,-1.00E+31,-1.00E+31,-61.329,10.178,-2.622,5.371,8.607,0.051
2019-08-14T20:58:36.505Z,-1.00E+31,-1.00E+31,-61.329,10.154,-2.624,5.381,8.589,0.055
2019-08-14T21:00:54.441Z,0.06,28.8,-61.329,10.13,-2.626,5.391,8.572,0.051
2019-08-14T21:03:12.377Z,0.07,16.4,-61.328,10.106,-2.628,5.404,8.555,0.051
2019-08-14T21:05:30.312Z,-1.00E+31,-1.00E+31,-61.328,10.082,-2.631,5.415,8.538,0.048
2019-08-14T21:07:48.248Z,0.05,41.6,-61.328,10.058,-2.633,5.424,8.521,0.045
2019-08-14T21:10:06.183Z,0.06,14.6,-61.328,10.034,-2.634,5.436,8.501,0.047
2019-08-14T21:12:24.119Z,0.07,34.9,-61.328,10.01,-2.636,5.444,8.482,0.044
2019-08-14T21:14:42.054Z,0.06,34.3,-61.328,9.985,-2.639,5.455,8.464,0.041
2019-08-14T21:16:59.990Z,0.06,9.7,-61.328,9.961,-2.641,5.465,8.446,0.04
2019-08-14T21:19:17.925Z,-1.00E+31,-1.00E+31,-61.328,9.937,-2.642,5.473,8.426,0.04
2019-08-14T21:21:35.861Z,-1.00E+31,-1.00E+31,-61.328,9.912,-2.645,5.485,8.407,0.04
