EPOCH_TIME__yyyy-mm-ddThh:mm:ss.sssZ,IonDensityN_cc,VTH_ION_FULL_ESA-B__km/s,X_(@_x_)_Re,Y_(@_y_)_Re,Z_(@_z_)_Re,X_(@_x_)_Rm,Y_(@_y_)_Rm,Z_(@_z_)_Rm
2019-08-01T16:57:59.966Z,3.27,497.7,56.478,7.998,2.493,2.545,0.407,-0.238
2019-08-01T17:00:17.904Z,3.18,497.4,56.457,7.998,2.496,2.482,0.325,-0.231
2019-08-01T17:02:35.843Z,3.2,498.2,56.436,7.997,2.499,2.416,0.242,-0.231
2019-08-01T17:04:53.782Z,3.11,496.5,56.414,7.996,2.502,2.347,0.158,-0.224
2019-08-01T17:07:11.721Z,3.19,497.1,56.39,7.995,2.504,2.272,0.074,-0.224
2019-08-01T17:09:29.662Z,3.19,497.4,56.367,7.994,2.507,2.199,-0.009,-0.218
2019-08-01T17:11:47.603Z,3.24,496.8,56.341,7.993,2.511,2.119,-0.092,-0.213
2019-08-01T17:14:05.545Z,3.17,495.8,56.315,7.992,2.514,2.035,-0.176,-0.209
2019-08-01T17:16:23.488Z,3.13,493.4,56.287,7.992,2.517,1.946,-0.258,-0.202
2019-08-01T17:18:41.432Z,3.19,492.1,56.259,7.991,2.521,1.855,-0.341,-0.198
2019-08-01T17:20:59.377Z,3.25,494.6,56.229,7.99,2.524,1.761,-0.425,-0.191
2019-08-01T17:23:17.323Z,3.13,494.1,56.198,7.991,2.528,1.659,-0.501,-0.183
2019-08-01T17:25:35.270Z,3.24,494.7,56.165,7.991,2.532,1.549,-0.581,-0.175
2019-08-01T17:27:53.219Z,3.15,493,56.131,7.992,2.536,1.436,-0.656,-0.169
2019-08-01T17:30:11.169Z,2.93,496.2,56.094,7.994,2.54,1.314,-0.729,-0.16
2019-08-01T17:32:29.120Z,3,492.7,56.056,7.997,2.545,1.187,-0.797,-0.149
2019-08-01T17:34:47.073Z,2.83,493.4,56.016,8.001,2.55,1.055,-0.864,-0.14
2019-08-01T17:37:05.027Z,2.92,489.9,55.973,8.006,2.555,0.912,-0.922,-0.124
2019-08-01T17:39:22.982Z,2.8,488.2,55.93,8.015,2.56,0.765,-0.973,-0.115
2019-08-01T17:41:40.939Z,2.81,486.2,55.884,8.025,2.566,0.609,-1.014,-0.099
2019-08-01T17:43:58.895Z,2.77,487.5,55.836,8.038,2.572,0.449,-1.049,-0.084
2019-08-01T17:46:16.850Z,2.77,497.6,55.787,8.055,2.578,0.281,-1.067,-0.07
2019-08-01T17:48:34.804Z,2.9,498.5,55.737,8.075,2.584,0.111,-1.071,-0.053
2019-08-01T17:50:52.756Z,-1.00E+31,-1.00E+31,55.687,8.1,2.591,-0.06,-1.061,-0.038
2019-08-01T17:53:10.704Z,-1.00E+31,-1.00E+31,55.636,8.128,2.598,-0.233,-1.035,-0.017
2019-08-01T17:55:28.650Z,2.14,459.1,55.587,8.161,2.604,-0.4,-0.996,0
2019-08-01T17:57:46.583Z,0.86,454.6,55.539,8.198,2.611,-0.563,-0.941,0.02
2019-08-01T18:00:04.516Z,0.31,446.3,55.493,8.238,2.618,-0.716,-0.874,0.037
2019-08-01T18:02:22.448Z,0.08,412.7,55.45,8.282,2.625,-0.861,-0.793,0.054
2019-08-01T18:04:40.381Z,0.01,216.3,55.409,8.327,2.631,-1,-0.705,0.071
2019-08-01T18:06:58.314Z,0.03,262.7,55.37,8.374,2.637,-1.128,-0.614,0.084
2019-08-01T18:09:16.247Z,0.02,273.5,55.335,8.424,2.644,-1.243,-0.513,0.104
2019-08-01T18:11:34.179Z,0.02,170.7,55.302,8.474,2.649,-1.349,-0.409,0.116
2019-08-01T18:13:52.112Z,0.04,228.5,55.271,8.524,2.655,-1.451,-0.303,0.132
2019-08-01T18:16:10.045Z,0.02,157,55.242,8.575,2.661,-1.543,-0.197,0.144
2019-08-01T18:18:27.978Z,0.01,108.8,55.215,8.626,2.666,-1.629,-0.09,0.159
2019-08-01T18:20:45.910Z,0.01,143,55.19,8.678,2.671,-1.709,0.019,0.171
2019-08-01T18:23:03.843Z,0.03,179.2,55.166,8.729,2.676,-1.781,0.128,0.184
2019-08-01T18:25:21.776Z,0.03,188.8,55.144,8.78,2.681,-1.846,0.235,0.192
2019-08-01T18:27:39.709Z,0.04,274.3,55.124,8.832,2.685,-1.909,0.345,0.203
2019-08-01T18:29:57.641Z,0.08,318.2,55.104,8.882,2.69,-1.965,0.449,0.213
2019-08-01T18:33:11.609Z,-1.00E+31,-1.00E+31,55.079,8.953,2.696,-2.04,0.599,0.228
2019-08-01T18:44:10.760Z,1.29,478.4,55.006,9.19,2.715,-2.241,1.083,0.265
2019-08-01T18:53:21.568Z,2.89,492.7,54.958,9.382,2.73,-2.362,1.471,0.291
2019-08-01T19:02:32.651Z,2.83,503.8,54.918,9.569,2.744,-2.452,1.839,0.314
2019-08-01T19:11:43.996Z,2.52,486.4,54.884,9.752,2.757,-2.519,2.187,0.334
2019-08-01T19:20:55.498Z,2.72,489.3,54.855,9.93,2.769,-2.567,2.521,0.352
2019-08-01T19:30:07.089Z,2.43,490.5,54.831,10.103,2.781,-2.601,2.839,0.37
2019-08-01T19:39:18.732Z,2.59,485.9,54.809,10.274,2.792,-2.619,3.145,0.385
2019-08-01T19:48:30.406Z,2.85,487.9,54.791,10.439,2.803,-2.628,3.433,0.394
2019-08-01T19:57:42.099Z,2.63,492.5,54.775,10.603,2.813,-2.627,3.714,0.403
2019-08-01T20:06:53.803Z,2.9,493.9,54.761,10.763,2.823,-2.619,3.984,0.414
2019-08-01T20:16:05.514Z,2.86,485.2,54.749,10.92,2.833,-2.604,4.239,0.425
2019-08-01T20:25:17.230Z,2.7,492.3,54.738,11.075,2.842,-2.585,4.49,0.433
2019-08-01T20:34:28.948Z,2.25,498,54.729,11.227,2.851,-2.555,4.729,0.44
2019-08-01T20:43:40.667Z,2.47,490.3,54.72,11.377,2.86,-2.524,4.961,0.445
2019-08-01T20:52:52.388Z,2.6,479,54.713,11.524,2.869,-2.487,5.183,0.451
2019-08-01T21:02:04.110Z,2.68,484.3,54.707,11.669,2.877,-2.45,5.397,0.455
2019-08-01T21:11:15.831Z,2.47,486.8,54.702,11.813,2.885,-2.405,5.606,0.456
2019-08-01T21:20:27.553Z,2.52,492,54.697,11.954,2.893,-2.36,5.805,0.46
2019-08-01T21:29:39.275Z,2.48,482.5,54.692,12.094,2.902,-2.312,6,0.462
2019-08-01T21:38:50.997Z,2.6,502.4,54.689,12.232,2.91,-2.26,6.188,0.466
2019-08-01T21:48:02.719Z,2.6,486.4,54.685,12.368,2.918,-2.211,6.368,0.469
2019-08-01T21:57:14.441Z,2.52,477.7,54.683,12.502,2.925,-2.152,6.544,0.469
2019-08-01T22:06:26.163Z,2.41,492.7,54.68,12.635,2.933,-2.098,6.714,0.472
2019-08-01T22:15:37.885Z,2.76,495.2,54.678,12.766,2.94,-2.038,6.877,0.471
2019-08-01T22:24:49.607Z,2.53,487.8,54.676,12.897,2.948,-1.977,7.039,0.473
2019-08-01T22:34:01.329Z,2.65,493.5,54.675,13.025,2.955,-1.914,7.193,0.473
2019-08-01T22:43:13.050Z,2.54,490,54.674,13.152,2.962,-1.851,7.339,0.473
2019-08-01T22:52:24.772Z,2.53,485.7,54.673,13.278,2.969,-1.787,7.484,0.472
2019-08-01T23:01:36.494Z,2.37,496.7,54.672,13.403,2.976,-1.723,7.625,0.469
2019-08-01T23:10:48.216Z,2.31,481.7,54.671,13.525,2.983,-1.656,7.758,0.469
2019-08-01T23:19:59.938Z,2.29,478.3,54.671,13.648,2.989,-1.588,7.889,0.466
2019-08-01T23:29:11.660Z,2.33,483.8,54.67,13.769,2.996,-1.521,8.017,0.466
2019-08-01T23:38:23.382Z,2.42,494.1,54.67,13.888,3.002,-1.45,8.137,0.462
2019-08-01T23:47:35.104Z,2.32,482.3,54.67,14.007,3.01,-1.38,8.257,0.462
2019-08-01T23:56:46.827Z,2.21,485.3,54.67,14.124,3.016,-1.308,8.37,0.458
2019-08-02T00:05:58.549Z,2.12,492.3,54.67,14.241,3.022,-1.236,8.483,0.455
2019-08-02T00:15:10.271Z,2.26,485.2,54.67,14.355,3.028,-1.165,8.585,0.452
2019-08-02T00:24:21.993Z,2.27,481.7,54.67,14.47,3.035,-1.094,8.689,0.451
2019-08-02T00:33:33.715Z,2.19,480.8,54.67,14.583,3.041,-1.019,8.786,0.449
2019-08-02T00:42:45.437Z,2.17,478.4,54.67,14.695,3.047,-0.945,8.884,0.445
2019-08-02T00:51:57.159Z,2.05,479,54.67,14.806,3.053,-0.873,8.974,0.44
2019-08-02T01:01:08.881Z,2.04,476,54.67,14.916,3.059,-0.798,9.061,0.436
2019-08-02T01:10:20.603Z,2.03,478.9,54.67,15.025,3.065,-0.724,9.147,0.433
2019-08-02T01:19:32.324Z,2.05,476.3,54.669,15.133,3.072,-0.651,9.228,0.429
2019-08-02T01:28:44.046Z,1.96,478.5,54.669,15.241,3.077,-0.574,9.306,0.423
2019-08-02T01:37:55.768Z,1.9,481.7,54.669,15.347,3.083,-0.499,9.381,0.418
2019-08-02T01:47:07.490Z,1.76,490.8,54.669,15.452,3.089,-0.421,9.452,0.418
2019-08-02T01:56:19.211Z,1.81,483.7,54.668,15.557,3.094,-0.349,9.52,0.411
2019-08-02T02:05:30.934Z,1.71,481.8,54.668,15.661,3.101,-0.271,9.585,0.407
2019-08-02T02:14:42.656Z,1.74,481.8,54.667,15.764,3.106,-0.197,9.647,0.401
2019-08-02T02:23:54.377Z,1.72,497.7,54.666,15.865,3.112,-0.121,9.704,0.396
2019-08-02T02:33:06.099Z,1.75,479.7,54.666,15.966,3.117,-0.043,9.76,0.389
2019-08-02T02:42:17.821Z,1.75,469.4,54.665,16.066,3.123,0.033,9.813,0.388
2019-08-02T02:51:29.543Z,1.86,469.2,54.664,16.165,3.128,0.11,9.862,0.381
2019-08-02T03:00:41.264Z,1.74,468.4,54.663,16.265,3.134,0.187,9.912,0.374
2019-08-02T03:09:52.986Z,1.72,465.7,54.661,16.362,3.139,0.26,9.954,0.367
2019-08-02T03:19:04.708Z,1.71,467.1,54.66,16.459,3.144,0.338,9.998,0.36
2019-08-02T03:28:16.429Z,1.75,463.4,54.658,16.555,3.15,0.413,10.035,0.358
2019-08-02T03:37:28.151Z,1.67,463.7,54.657,16.65,3.155,0.491,10.071,0.352
2019-08-02T03:46:39.872Z,1.49,466.2,54.655,16.745,3.161,0.566,10.103,0.345
2019-08-02T03:55:51.594Z,1.53,465,54.653,16.838,3.166,0.641,10.133,0.341
2019-08-02T04:05:03.316Z,1.61,462.9,54.651,16.931,3.171,0.719,10.159,0.334
2019-08-02T04:14:15.037Z,1.5,467.7,54.648,17.024,3.176,0.791,10.186,0.326
2019-08-02T04:23:26.759Z,1.56,469.1,54.646,17.114,3.181,0.869,10.205,0.319
2019-08-02T04:32:38.481Z,1.71,466.8,54.643,17.205,3.187,0.942,10.223,0.314
2019-08-02T04:41:50.203Z,1.71,466.9,54.64,17.294,3.192,1.018,10.239,0.308
2019-08-02T04:51:01.925Z,1.78,467.9,54.637,17.383,3.197,1.093,10.251,0.301
2019-08-02T05:00:13.647Z,1.74,467.9,54.634,17.472,3.202,1.168,10.266,0.293
2019-08-02T05:09:25.369Z,1.69,471.8,54.631,17.559,3.206,1.241,10.271,0.286
2019-08-02T05:18:37.091Z,1.66,470,54.627,17.646,3.212,1.316,10.277,0.279
2019-08-02T05:27:48.812Z,1.77,466.7,54.623,17.732,3.217,1.388,10.28,0.274
2019-08-02T05:37:00.534Z,1.59,468.2,54.619,17.817,3.222,1.463,10.28,0.268
2019-08-02T05:46:12.256Z,1.62,469.1,54.615,17.901,3.226,1.535,10.277,0.257
2019-08-02T05:55:23.977Z,1.74,467.1,54.61,17.985,3.231,1.607,10.271,0.253
2019-08-02T06:04:35.699Z,1.7,466.7,54.605,18.068,3.236,1.68,10.266,0.244
2019-08-02T06:13:47.421Z,1.71,465.7,54.6,18.15,3.241,1.752,10.255,0.235
2019-08-02T06:22:59.143Z,1.67,463.6,54.595,18.232,3.246,1.823,10.244,0.231
2019-08-02T06:32:10.865Z,1.73,462.6,54.59,18.312,3.25,1.894,10.225,0.22
2019-08-02T06:41:22.587Z,1.69,464,54.584,18.392,3.255,1.963,10.207,0.214
2019-08-02T06:50:34.310Z,1.78,462.5,54.578,18.471,3.26,2.032,10.185,0.207
2019-08-02T06:59:46.032Z,1.71,461.8,54.572,18.55,3.265,2.103,10.163,0.198
2019-08-02T07:08:57.754Z,1.74,462.5,54.565,18.628,3.269,2.171,10.137,0.191
2019-08-02T07:18:09.476Z,1.67,462.6,54.559,18.704,3.274,2.241,10.107,0.184
2019-08-02T07:27:21.198Z,1.59,460.7,54.552,18.781,3.279,2.308,10.077,0.178
2019-08-02T07:36:32.920Z,1.82,458,54.544,18.856,3.284,2.377,10.042,0.169
2019-08-02T07:45:44.642Z,1.58,459.6,54.537,18.931,3.288,2.443,10.006,0.161
2019-08-02T07:54:56.364Z,1.85,453.5,54.529,19.005,3.293,2.508,9.965,0.154
2019-08-02T08:04:08.086Z,1.43,453.9,54.521,19.078,3.297,2.575,9.924,0.147
2019-08-02T08:13:19.808Z,1.65,455.2,54.513,19.15,3.302,2.639,9.882,0.138
2019-08-02T08:22:31.530Z,2.66,445.8,54.503,19.222,3.306,2.703,9.833,0.128
2019-08-02T08:31:43.252Z,1.69,448.1,54.494,19.293,3.311,2.764,9.783,0.121
2019-08-02T08:40:54.974Z,1.61,453.9,54.485,19.362,3.315,2.827,9.731,0.114
2019-08-02T08:50:06.696Z,2.24,446.4,54.475,19.432,3.32,2.888,9.675,0.106
2019-08-02T08:59:18.418Z,2.31,446,54.466,19.5,3.324,2.954,9.615,0.099
2019-08-02T09:08:30.140Z,1.94,448,54.455,19.569,3.329,3.013,9.558,0.088
2019-08-02T09:17:41.862Z,1.9,447.8,54.444,19.636,3.333,3.071,9.494,0.082
2019-08-02T09:26:53.584Z,2,447.7,54.433,19.702,3.337,3.131,9.43,0.07
2019-08-02T09:36:05.307Z,1.87,450.6,54.422,19.768,3.342,3.188,9.359,0.066
2019-08-02T09:45:17.029Z,2.04,452.3,54.41,19.832,3.346,3.244,9.288,0.056
2019-08-02T09:54:28.752Z,1.69,451,54.398,19.896,3.35,3.301,9.213,0.048
2019-08-02T10:03:40.474Z,1.91,450.7,54.385,19.959,3.355,3.357,9.135,0.042
2019-08-02T10:12:52.196Z,1.53,447.3,54.372,20.021,3.359,3.41,9.056,0.03
2019-08-02T10:22:03.919Z,1.21,457.1,54.359,20.082,3.364,3.462,8.974,0.025
2019-08-02T10:31:15.641Z,1.18,459.5,54.345,20.144,3.368,3.515,8.89,0.017
2019-08-02T10:40:27.364Z,1.2,456,54.331,20.203,3.372,3.565,8.797,0.007
2019-08-02T10:49:39.086Z,1.15,456.2,54.316,20.262,3.377,3.615,8.707,0
2019-08-02T10:58:50.808Z,1.73,441.7,54.3,20.32,3.381,3.663,8.613,-0.007
2019-08-02T11:08:02.531Z,1.12,458.7,54.285,20.377,3.385,3.708,8.516,-0.018
2019-08-02T11:17:14.253Z,1.18,451.8,54.27,20.433,3.389,3.756,8.415,-0.026
2019-08-02T11:26:25.976Z,1.29,447.4,54.252,20.489,3.394,3.799,8.31,-0.033
2019-08-02T11:36:12.181Z,1.35,448.9,54.235,20.547,3.398,3.848,8.199,-0.043
2019-08-02T11:38:30.112Z,1.39,444,54.23,20.561,3.4,3.856,8.171,-0.044
2019-08-02T11:40:48.043Z,2.1,433.7,54.225,20.574,3.401,3.865,8.144,-0.044
2019-08-02T11:43:05.973Z,2.12,431.4,54.221,20.588,3.401,3.877,8.119,-0.051
2019-08-02T11:45:23.904Z,1.99,433,54.217,20.6,3.402,3.889,8.086,-0.051
2019-08-02T11:47:41.835Z,2.08,429.3,54.213,20.614,3.404,3.9,8.061,-0.051
2019-08-02T11:49:59.765Z,1.71,437.2,54.208,20.627,3.405,3.91,8.032,-0.055
2019-08-02T11:52:17.696Z,1.92,431.6,54.203,20.64,3.406,3.918,8.003,-0.056
2019-08-02T11:54:35.627Z,1.9,432.3,54.199,20.654,3.407,3.929,7.978,-0.057
2019-08-02T11:56:53.557Z,1.95,431.8,54.194,20.666,3.408,3.939,7.945,-0.059
2019-08-02T11:59:11.488Z,1.91,433.4,54.19,20.679,3.409,3.948,7.916,-0.063
2019-08-02T12:01:29.419Z,1.88,435.7,54.185,20.692,3.41,3.959,7.887,-0.064
2019-08-02T12:03:47.350Z,1.84,433.3,54.18,20.705,3.411,3.965,7.859,-0.066
2019-08-02T12:06:05.280Z,1.9,435,54.175,20.718,3.412,3.976,7.829,-0.07
2019-08-02T12:08:23.211Z,1.95,433.6,54.17,20.73,3.413,3.984,7.797,-0.07
2019-08-02T12:10:41.142Z,1.82,434.4,54.166,20.743,3.415,3.995,7.769,-0.071
2019-08-02T12:12:59.073Z,1.77,434.2,54.161,20.756,3.415,4.005,7.739,-0.077
2019-08-02T12:15:17.004Z,1.8,433.5,54.155,20.768,3.416,4.01,7.709,-0.077
2019-08-02T12:17:34.934Z,-1.00E+31,-1.00E+31,54.151,20.781,3.418,4.022,7.679,-0.079
2019-08-02T12:19:52.865Z,1.81,433.5,54.146,20.793,3.419,4.03,7.649,-0.081
2019-08-02T12:22:10.796Z,1.87,433,54.141,20.806,3.42,4.039,7.615,-0.081
2019-08-02T12:24:28.727Z,1.89,432.2,54.136,20.818,3.421,4.047,7.585,-0.082
2019-08-02T12:26:46.657Z,1.75,436,54.13,20.831,3.422,4.056,7.554,-0.087
2019-08-02T12:29:04.588Z,1.77,435.8,54.126,20.842,3.423,4.064,7.521,-0.088
2019-08-02T12:31:22.519Z,1.74,435.2,54.12,20.855,3.424,4.072,7.491,-0.089
2019-08-02T12:33:40.450Z,1.82,433.9,54.115,20.867,3.425,4.078,7.46,-0.092
2019-08-02T12:35:58.381Z,1.77,433.3,54.11,20.879,3.426,4.089,7.424,-0.095
2019-08-02T12:38:16.311Z,1.83,435.2,54.104,20.891,3.427,4.094,7.391,-0.095
2019-08-02T12:40:34.242Z,1.95,434.6,54.099,20.903,3.429,4.104,7.36,-0.097
2019-08-02T12:42:52.173Z,1.83,432.1,54.094,20.914,3.429,4.111,7.326,-0.102
2019-08-02T12:45:10.104Z,1.92,429.8,54.088,20.927,3.43,4.119,7.296,-0.103
2019-08-02T12:47:28.035Z,1.58,437.9,54.083,20.938,3.431,4.124,7.262,-0.105
2019-08-02T12:49:45.965Z,1.78,435.6,54.077,20.95,3.433,4.133,7.229,-0.106
2019-08-02T12:52:03.896Z,2.1,431.2,54.072,20.961,3.434,4.138,7.191,-0.107
2019-08-02T12:54:21.827Z,2.21,428.2,54.066,20.973,3.435,4.146,7.157,-0.108
2019-08-02T12:56:39.758Z,2.01,428.6,54.061,20.984,3.436,4.153,7.124,-0.114
2019-08-02T12:58:57.689Z,1.91,426.2,54.055,20.996,3.437,4.159,7.09,-0.114
2019-08-02T13:01:15.619Z,1.82,431.9,54.049,21.007,3.438,4.167,7.056,-0.115
2019-08-02T13:03:33.550Z,2.01,426.8,54.044,21.018,3.439,4.174,7.021,-0.117
2019-08-02T13:05:51.481Z,1.9,427,54.038,21.029,3.44,4.181,6.985,-0.121
2019-08-02T13:08:09.412Z,1.94,426.8,54.032,21.041,3.441,4.185,6.951,-0.121
2019-08-02T13:10:27.343Z,1.95,425.5,54.026,21.051,3.442,4.19,6.912,-0.125
2019-08-02T13:12:45.274Z,2.14,423.2,54.02,21.063,3.443,4.196,6.877,-0.127
2019-08-02T13:15:03.205Z,1.99,426.2,54.014,21.073,3.444,4.203,6.839,-0.128
2019-08-02T13:17:21.135Z,1.95,426.1,54.008,21.085,3.445,4.207,6.806,-0.128
2019-08-02T13:19:39.066Z,1.9,426.3,54.002,21.095,3.447,4.214,6.768,-0.132
2019-08-02T13:21:56.997Z,1.94,426.7,53.996,21.106,3.448,4.221,6.731,-0.132
2019-08-02T13:24:14.928Z,1.98,426.5,53.99,21.116,3.449,4.222,6.693,-0.133
2019-08-02T13:26:32.859Z,1.97,426.2,53.983,21.127,3.45,4.229,6.658,-0.137
2019-08-02T13:28:50.790Z,2.03,425.3,53.977,21.137,3.451,4.236,6.619,-0.139
2019-08-02T13:31:08.721Z,2.14,424,53.971,21.148,3.452,4.237,6.581,-0.14
2019-08-02T13:33:26.652Z,2.08,424.7,53.965,21.159,3.453,4.243,6.546,-0.143
2019-08-02T13:35:44.582Z,2.1,424.6,53.958,21.169,3.454,4.246,6.505,-0.146
2019-08-02T13:38:02.513Z,2.12,424.7,53.952,21.179,3.455,4.251,6.465,-0.147
2019-08-02T13:40:20.444Z,2.07,426,53.945,21.189,3.456,4.254,6.427,-0.147
2019-08-02T13:42:38.375Z,2.09,427.3,53.939,21.2,3.458,4.26,6.388,-0.15
2019-08-02T13:44:56.306Z,2.16,429.5,53.932,21.21,3.458,4.265,6.35,-0.154
2019-08-02T13:47:14.237Z,2.04,424.6,53.925,21.219,3.459,4.266,6.308,-0.154
2019-08-02T13:49:32.168Z,2.21,424.4,53.918,21.229,3.461,4.269,6.269,-0.156
2019-08-02T13:51:50.099Z,2.04,424.1,53.911,21.239,3.462,4.273,6.231,-0.158
2019-08-02T13:54:08.030Z,2.21,422.6,53.905,21.249,3.463,4.276,6.189,-0.158
2019-08-02T13:56:25.961Z,2.24,420.9,53.898,21.259,3.464,4.278,6.15,-0.161
2019-08-02T13:58:43.892Z,2.41,426,53.891,21.268,3.465,4.28,6.108,-0.164
2019-08-02T14:01:01.823Z,2.7,421.8,53.884,21.278,3.466,4.284,6.069,-0.165
2019-08-02T14:03:19.754Z,2.69,422.8,53.877,21.287,3.467,4.287,6.027,-0.166
2019-08-02T14:05:37.684Z,2.65,420.3,53.87,21.297,3.468,4.29,5.985,-0.169
2019-08-02T14:07:55.615Z,2.72,419.7,53.862,21.306,3.469,4.287,5.943,-0.172
2019-08-02T14:10:13.546Z,2.55,419,53.855,21.315,3.47,4.291,5.901,-0.172
2019-08-02T14:12:31.477Z,2.72,418.5,53.848,21.324,3.472,4.295,5.859,-0.174
2019-08-02T14:14:49.408Z,2.66,420.2,53.841,21.333,3.473,4.295,5.816,-0.176
2019-08-02T14:17:07.339Z,2.56,421.7,53.834,21.342,3.474,4.298,5.774,-0.176
2019-08-02T14:19:25.270Z,2.65,419.7,53.826,21.352,3.475,4.296,5.728,-0.178
2019-08-02T14:21:43.201Z,2.23,421.2,53.818,21.36,3.476,4.298,5.683,-0.18
2019-08-02T14:24:01.132Z,2.51,416.1,53.811,21.369,3.477,4.298,5.64,-0.183
2019-08-02T14:26:19.063Z,2.57,416.3,53.803,21.377,3.478,4.298,5.595,-0.183
2019-08-02T14:28:36.994Z,2.65,416.8,53.795,21.386,3.48,4.298,5.552,-0.185
2019-08-02T14:30:54.925Z,2.8,417.7,53.787,21.395,3.481,4.298,5.507,-0.187
2019-08-02T14:33:12.857Z,2.96,413.7,53.779,21.403,3.481,4.298,5.461,-0.191
2019-08-02T14:35:30.788Z,3.01,414.2,53.771,21.411,3.483,4.298,5.415,-0.191
2019-08-02T14:37:48.719Z,3.04,415.5,53.764,21.419,3.484,4.298,5.37,-0.194
2019-08-02T14:40:06.650Z,3.55,415.7,53.756,21.427,3.485,4.298,5.323,-0.195
2019-08-02T14:42:24.581Z,3.37,416.3,53.747,21.436,3.486,4.295,5.28,-0.196
2019-08-02T14:44:42.512Z,3.6,416,53.739,21.444,3.487,4.294,5.233,-0.198
2019-08-02T14:47:00.443Z,3.36,411.8,53.731,21.452,3.488,4.291,5.186,-0.202
2019-08-02T14:49:18.374Z,3.56,418.5,53.722,21.46,3.489,4.289,5.139,-0.202
2019-08-02T14:51:36.306Z,3.67,417.3,53.714,21.468,3.491,4.285,5.092,-0.202
2019-08-02T14:53:54.237Z,3.54,415.9,53.705,21.476,3.492,4.284,5.045,-0.202
2019-08-02T14:56:12.168Z,3.69,417.6,53.696,21.483,3.493,4.28,4.995,-0.206
2019-08-02T14:58:30.099Z,3.48,417.3,53.688,21.491,3.494,4.278,4.948,-0.207
2019-08-02T15:00:48.031Z,3.04,414.5,53.679,21.498,3.495,4.273,4.903,-0.209
2019-08-02T15:03:05.962Z,3.35,417,53.67,21.505,3.496,4.269,4.854,-0.212
2019-08-02T15:05:23.893Z,3.09,412,53.661,21.512,3.497,4.268,4.803,-0.213
2019-08-02T15:07:41.824Z,2.87,413.7,53.652,21.52,3.499,4.263,4.755,-0.213
2019-08-02T15:09:59.756Z,3.05,417,53.643,21.527,3.5,4.258,4.706,-0.213
2019-08-02T15:12:17.687Z,3.68,415.5,53.634,21.534,3.501,4.254,4.655,-0.216
2019-08-02T15:14:35.618Z,3.52,416.5,53.625,21.541,3.502,4.249,4.604,-0.219
2019-08-02T15:16:53.550Z,2.97,413.7,53.614,21.548,3.503,4.24,4.554,-0.22
2019-08-02T15:19:11.481Z,3.01,414.3,53.605,21.554,3.504,4.236,4.5,-0.223
2019-08-02T15:21:29.412Z,3.12,414.1,53.596,21.56,3.505,4.232,4.449,-0.224
2019-08-02T15:23:47.344Z,3.2,411.3,53.586,21.567,3.507,4.225,4.398,-0.223
2019-08-02T15:26:05.275Z,3.54,413.8,53.577,21.573,3.508,4.217,4.344,-0.224
2019-08-02T15:28:23.207Z,3.38,411.5,53.566,21.58,3.509,4.21,4.292,-0.226
2019-08-02T15:30:41.138Z,3.6,413.2,53.556,21.586,3.511,4.203,4.239,-0.227
2019-08-02T15:32:59.069Z,2.9,412.8,53.546,21.592,3.512,4.196,4.185,-0.227
2019-08-02T15:35:17.001Z,2.96,412.5,53.536,21.598,3.513,4.187,4.131,-0.228
2019-08-02T15:37:34.932Z,2.79,411.8,53.526,21.604,3.514,4.179,4.078,-0.233
2019-08-02T15:39:52.864Z,3.1,412.9,53.515,21.61,3.515,4.17,4.023,-0.234
2019-08-02T15:42:10.795Z,3.05,412.8,53.505,21.616,3.516,4.162,3.969,-0.235
2019-08-02T15:44:28.727Z,2.97,413.4,53.494,21.621,3.518,4.152,3.916,-0.235
2019-08-02T15:46:46.659Z,2.87,412.8,53.483,21.627,3.519,4.142,3.86,-0.238
2019-08-02T15:49:04.590Z,2.8,411.1,53.473,21.632,3.52,4.133,3.805,-0.238
2019-08-02T15:51:22.522Z,3.05,413.9,53.461,21.638,3.521,4.121,3.75,-0.238
2019-08-02T15:53:40.454Z,2.99,413.3,53.451,21.642,3.523,4.11,3.691,-0.24
2019-08-02T15:55:58.385Z,3.16,414.3,53.439,21.648,3.524,4.097,3.635,-0.242
2019-08-02T15:58:16.317Z,3.08,412.8,53.428,21.653,3.525,4.085,3.576,-0.242
2019-08-02T16:00:34.249Z,3.1,413.3,53.416,21.657,3.527,4.073,3.517,-0.242
2019-08-02T16:02:52.180Z,3.08,411,53.405,21.663,3.528,4.061,3.462,-0.246
2019-08-02T16:05:10.112Z,3.42,410,53.393,21.667,3.529,4.048,3.403,-0.246
2019-08-02T16:07:28.044Z,3.36,409.8,53.381,21.671,3.53,4.031,3.344,-0.246
2019-08-02T16:09:45.976Z,3.41,409.1,53.369,21.676,3.532,4.018,3.285,-0.247
2019-08-02T16:12:03.908Z,3.32,410.5,53.357,21.68,3.533,4.001,3.226,-0.249
2019-08-02T16:14:21.840Z,3.37,409.3,53.345,21.684,3.534,3.988,3.165,-0.249
2019-08-02T16:16:39.772Z,3.32,409.3,53.332,21.688,3.536,3.972,3.104,-0.249
2019-08-02T16:18:57.704Z,3.42,409.6,53.319,21.692,3.537,3.954,3.042,-0.25
2019-08-02T16:21:15.636Z,3.46,410.5,53.306,21.696,3.538,3.937,2.981,-0.252
2019-08-02T16:23:33.568Z,3.46,409.6,53.294,21.7,3.54,3.92,2.918,-0.253
