EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,Ion_Density_n_cc,Ion_Velocity_km_s,Distance_From_Sun_AU,HGI_LAT_deg,HGI_LON_deg
2019-08-07 04:00:00+00:00,1.8538461538461537,560.0538461538462,1.0100000000000007,6.199999999999999,237.89999999999992
2019-08-07 05:00:00+00:00,1.8799999999999997,556.1555555555556,1.0100000000000007,6.199999999999999,237.8999999999999
2019-08-07 06:00:00+00:00,1.7249999999999999,544.8846153846154,1.0100000000000007,6.199999999999999,237.89999999999992
2019-08-07 07:00:00+00:00,1.5473076923076923,535.9769230769231,1.0100000000000007,6.199999999999999,237.89999999999992
2019-08-07 08:00:00+00:00,1.8288461538461538,525.3153846153847,1.0100000000000007,6.199999999999999,237.89999999999992
2019-08-07 09:00:00+00:00,1.8940000000000001,518.78,1.01,6.200000000000001,237.90000000000003
2019-08-07 10:00:00+00:00,1.9533333333333334,509.8500000000001,1.01,6.2,237.9
2019-08-07 11:00:00+00:00,2.0,499.7857142857143,1.01,6.200000000000001,237.90000000000003
2019-08-07 12:00:00+00:00,2.183333333333333,495.8166666666666,1.01,6.2,237.9
2019-08-07 13:00:00+00:00,2.18,487.2428571428572,1.01,6.200000000000001,237.90000000000003
2019-08-07 14:00:00+00:00,2.131666666666667,477.55,1.01,6.2,237.9
2019-08-07 15:00:00+00:00,2.0142857142857142,473.0714285714285,1.01,6.200000000000001,237.90000000000003
2019-08-07 16:00:00+00:00,2.1033333333333335,468.98333333333335,1.01,6.2,237.9
2019-08-07 17:00:00+00:00,2.287142857142857,461.91428571428577,1.01,6.200000000000001,237.90000000000003
2019-08-07 18:00:00+00:00,2.1599999999999997,486.9333333333334,1.01,6.2,237.9
2019-08-07 19:00:00+00:00,2.3200000000000003,470.9714285714286,1.01,6.200000000000001,237.90000000000003
2019-08-07 20:00:00+00:00,2.28,482.48333333333335,1.01,6.2,237.9
2019-08-07 21:00:00+00:00,2.224285714285714,465.9857142857143,1.01,6.200000000000001,237.90000000000003
2019-08-07 22:00:00+00:00,2.315,466.01666666666665,1.01,6.2,237.9
2019-08-07 23:00:00+00:00,2.462857142857143,460.35714285714283,1.01,6.200000000000001,237.90000000000003
2019-08-08 00:00:00+00:00,1.3679999999999999,346.71999999999997,1.01,6.2,238.8
2019-08-08 01:00:00+00:00,1.8225,373.72499999999997,1.01,6.200000000000001,238.79999999999998
2019-08-08 02:00:00+00:00,2.887307692307693,450.45000000000016,1.0100000000000007,6.199999999999999,238.80000000000013
2019-08-08 03:00:00+00:00,3.234999999999999,444.03076923076935,1.0100000000000007,6.199999999999999,238.80000000000013
2019-08-08 04:00:00+00:00,3.0630769230769235,448.24615384615385,1.0100000000000007,6.199999999999999,238.80000000000013
2019-08-08 05:00:00+00:00,2.7262962962962964,450.5814814814814,1.0100000000000007,6.199999999999999,238.80000000000013
2019-08-08 06:00:00+00:00,2.426923076923077,428.3384615384615,1.0100000000000007,6.199999999999999,238.80000000000013
2019-08-08 07:00:00+00:00,2.3553846153846156,422.5884615384617,1.0100000000000007,6.199999999999999,238.80000000000013
2019-08-08 08:00:00+00:00,2.394615384615385,434.6076923076923,1.0100000000000007,6.199999999999999,238.80000000000013
