EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_HGI_LAT_deg,OMNI_HGI_LON_deg,OMNI_speed_km_s,OMNI_density_n_cc
 1972-12-27T16:00:00.000Z,-2.5,20.1,-1.00E+31,-1.00E+31
 1972-12-27T17:00:00.000Z,-2.5,20.2,-1.00E+31,-1.00E+31
 1972-12-27T18:00:00.000Z,-2.5,20.2,-1.00E+31,-1.00E+31
 1972-12-27T19:00:00.000Z,-2.5,20.2,-1.00E+31,-1.00E+31
 1972-12-27T20:00:00.000Z,-2.5,20.3,-1.00E+31,-1.00E+31
 1972-12-27T21:00:00.000Z,-2.5,20.3,-1.00E+31,-1.00E+31
 1972-12-27T22:00:00.000Z,-2.5,20.4,-1.00E+31,-1.00E+31
 1972-12-27T23:00:00.000Z,-2.5,20.4,-1.00E+31,-1.00E+31
 1972-12-28T00:00:00.000Z,-2.5,20.5,-1.00E+31,-1.00E+31
 1972-12-28T01:00:00.000Z,-2.6,20.5,-1.00E+31,-1.00E+31
 1972-12-28T02:00:00.000Z,-2.6,20.5,-1.00E+31,-1.00E+31
 1972-12-28T03:00:00.000Z,-2.6,20.6,-1.00E+31,-1.00E+31
 1972-12-28T04:00:00.000Z,-2.6,20.6,-1.00E+31,-1.00E+31
 1972-12-28T05:00:00.000Z,-2.6,20.7,-1.00E+31,-1.00E+31
 1972-12-28T06:00:00.000Z,-2.6,20.7,-1.00E+31,-1.00E+31
 1972-12-28T07:00:00.000Z,-2.6,20.7,-1.00E+31,-1.00E+31
 1972-12-28T08:00:00.000Z,-2.6,20.8,-1.00E+31,-1.00E+31
 1972-12-28T09:00:00.000Z,-2.6,20.8,-1.00E+31,-1.00E+31
 1972-12-28T10:00:00.000Z,-2.6,20.9,-1.00E+31,-1.00E+31
 1972-12-28T11:00:00.000Z,-2.6,20.9,-1.00E+31,-1.00E+31
 1972-12-28T12:00:00.000Z,-2.6,21,-1.00E+31,-1.00E+31
 1972-12-28T13:00:00.000Z,-2.6,21,-1.00E+31,-1.00E+31
 1972-12-28T14:00:00.000Z,-2.6,21,-1.00E+31,-1.00E+31
 1972-12-28T15:00:00.000Z,-2.6,21.1,-1.00E+31,-1.00E+31
 1972-12-28T16:00:00.000Z,-2.6,21.1,-1.00E+31,-1.00E+31
 1972-12-28T17:00:00.000Z,-2.6,21.2,-1.00E+31,-1.00E+31
 1972-12-28T18:00:00.000Z,-2.6,21.2,-1.00E+31,-1.00E+31
 1972-12-28T19:00:00.000Z,-2.6,21.3,-1.00E+31,-1.00E+31
 1972-12-28T20:00:00.000Z,-2.6,21.3,-1.00E+31,-1.00E+31
 1972-12-28T21:00:00.000Z,-2.7,21.3,-1.00E+31,-1.00E+31
 1972-12-28T22:00:00.000Z,-2.7,21.4,-1.00E+31,-1.00E+31
 1972-12-28T23:00:00.000Z,-2.7,21.4,-1.00E+31,-1.00E+31
 1972-12-29T00:00:00.000Z,-2.7,21.5,-1.00E+31,-1.00E+31
 1972-12-29T01:00:00.000Z,-2.7,21.5,-1.00E+31,-1.00E+31
 1972-12-29T02:00:00.000Z,-2.7,21.5,-1.00E+31,-1.00E+31
 1972-12-29T03:00:00.000Z,-2.7,21.6,-1.00E+31,-1.00E+31
 1972-12-29T04:00:00.000Z,-2.7,21.6,-1.00E+31,-1.00E+31
 1972-12-29T05:00:00.000Z,-2.7,21.7,-1.00E+31,-1.00E+31
 1972-12-29T06:00:00.000Z,-2.7,21.7,-1.00E+31,-1.00E+31
 1972-12-29T07:00:00.000Z,-2.7,21.8,-1.00E+31,-1.00E+31
 1972-12-29T08:00:00.000Z,-2.7,21.8,-1.00E+31,-1.00E+31
 1972-12-29T09:00:00.000Z,-2.7,21.8,-1.00E+31,-1.00E+31
 1972-12-29T10:00:00.000Z,-2.7,21.9,-1.00E+31,-1.00E+31
 1972-12-29T11:00:00.000Z,-2.7,21.9,-1.00E+31,-1.00E+31
 1972-12-29T12:00:00.000Z,-2.7,22,-1.00E+31,-1.00E+31
 1972-12-29T13:00:00.000Z,-2.7,22,-1.00E+31,-1.00E+31
 1972-12-29T14:00:00.000Z,-2.7,22.1,-1.00E+31,-1.00E+31
 1972-12-29T15:00:00.000Z,-2.7,22.1,-1.00E+31,-1.00E+31
 1972-12-29T16:00:00.000Z,-2.7,22.1,-1.00E+31,-1.00E+31
 1972-12-29T17:00:00.000Z,-2.7,22.2,-1.00E+31,-1.00E+31
 1972-12-29T18:00:00.000Z,-2.8,22.2,-1.00E+31,-1.00E+31
 1972-12-29T19:00:00.000Z,-2.8,22.3,-1.00E+31,-1.00E+31
 1972-12-29T20:00:00.000Z,-2.8,22.3,-1.00E+31,-1.00E+31
 1972-12-29T21:00:00.000Z,-2.8,22.4,-1.00E+31,-1.00E+31
 1972-12-29T22:00:00.000Z,-2.8,22.4,-1.00E+31,-1.00E+31
 1972-12-29T23:00:00.000Z,-2.8,22.4,-1.00E+31,-1.00E+31
 1972-12-30T00:00:00.000Z,-2.8,22.5,-1.00E+31,-1.00E+31
 1972-12-30T01:00:00.000Z,-2.8,22.5,-1.00E+31,-1.00E+31
 1972-12-30T02:00:00.000Z,-2.8,22.6,-1.00E+31,-1.00E+31
 1972-12-30T03:00:00.000Z,-2.8,22.6,-1.00E+31,-1.00E+31
 1972-12-30T04:00:00.000Z,-2.8,22.6,-1.00E+31,-1.00E+31
 1972-12-30T05:00:00.000Z,-2.8,22.7,-1.00E+31,-1.00E+31
 1972-12-30T06:00:00.000Z,-2.8,22.7,-1.00E+31,-1.00E+31
 1972-12-30T07:00:00.000Z,-2.8,22.8,-1.00E+31,-1.00E+31
 1972-12-30T08:00:00.000Z,-2.8,22.8,-1.00E+31,-1.00E+31
 1972-12-30T09:00:00.000Z,-2.8,22.9,-1.00E+31,-1.00E+31
 1972-12-30T10:00:00.000Z,-2.8,22.9,-1.00E+31,-1.00E+31
 1972-12-30T11:00:00.000Z,-2.8,22.9,-1.00E+31,-1.00E+31
 1972-12-30T12:00:00.000Z,-2.8,23,-1.00E+31,-1.00E+31
 1972-12-30T13:00:00.000Z,-2.8,23,-1.00E+31,-1.00E+31
 1972-12-30T14:00:00.000Z,-2.9,23.1,-1.00E+31,-1.00E+31
 1972-12-30T15:00:00.000Z,-2.9,23.1,-1.00E+31,-1.00E+31
 1972-12-30T16:00:00.000Z,-2.9,23.2,-1.00E+31,-1.00E+31
 1972-12-30T17:00:00.000Z,-2.9,23.2,-1.00E+31,-1.00E+31
 1972-12-30T18:00:00.000Z,-2.9,23.2,-1.00E+31,-1.00E+31
 1972-12-30T19:00:00.000Z,-2.9,23.3,-1.00E+31,-1.00E+31
 1972-12-30T20:00:00.000Z,-2.9,23.3,-1.00E+31,-1.00E+31
 1972-12-30T21:00:00.000Z,-2.9,23.4,-1.00E+31,-1.00E+31
 1972-12-30T22:00:00.000Z,-2.9,23.4,-1.00E+31,-1.00E+31
 1972-12-30T23:00:00.000Z,-2.9,23.4,-1.00E+31,-1.00E+31
 1972-12-31T00:00:00.000Z,-2.9,23.5,-1.00E+31,-1.00E+31
 1972-12-31T01:00:00.000Z,-2.9,23.5,-1.00E+31,-1.00E+31
 1972-12-31T02:00:00.000Z,-2.9,23.6,-1.00E+31,-1.00E+31
 1972-12-31T03:00:00.000Z,-2.9,23.6,-1.00E+31,-1.00E+31
 1972-12-31T04:00:00.000Z,-2.9,23.7,-1.00E+31,-1.00E+31
 1972-12-31T05:00:00.000Z,-2.9,23.7,-1.00E+31,-1.00E+31
 1972-12-31T06:00:00.000Z,-2.9,23.7,-1.00E+31,-1.00E+31
 1972-12-31T07:00:00.000Z,-2.9,23.8,-1.00E+31,-1.00E+31
 1972-12-31T08:00:00.000Z,-2.9,23.8,-1.00E+31,-1.00E+31
 1972-12-31T09:00:00.000Z,-2.9,23.9,-1.00E+31,-1.00E+31
 1972-12-31T10:00:00.000Z,-3,23.9,-1.00E+31,-1.00E+31
 1972-12-31T11:00:00.000Z,-3,24,-1.00E+31,-1.00E+31
 1972-12-31T12:00:00.000Z,-3,24,-1.00E+31,-1.00E+31
 1972-12-31T13:00:00.000Z,-3,24,-1.00E+31,-1.00E+31
 1972-12-31T14:00:00.000Z,-3,24.1,-1.00E+31,-1.00E+31
 1972-12-31T15:00:00.000Z,-3,24.1,-1.00E+31,-1.00E+31
 1972-12-31T16:00:00.000Z,-3,24.2,-1.00E+31,-1.00E+31
 1972-12-31T17:00:00.000Z,-3,24.2,-1.00E+31,-1.00E+31
 1972-12-31T18:00:00.000Z,-3,24.3,-1.00E+31,-1.00E+31
 1972-12-31T19:00:00.000Z,-3,24.3,-1.00E+31,-1.00E+31
 1972-12-31T20:00:00.000Z,-3,24.3,-1.00E+31,-1.00E+31
 1972-12-31T21:00:00.000Z,-3,24.4,-1.00E+31,-1.00E+31
 1972-12-31T22:00:00.000Z,-3,24.4,-1.00E+31,-1.00E+31
 1972-12-31T23:00:00.000Z,-3,24.5,-1.00E+31,-1.00E+31
 1973-01-01T00:00:00.000Z,-3,24.5,-1.00E+31,-1.00E+31
 1973-01-01T01:00:00.000Z,-3,24.5,-1.00E+31,-1.00E+31
 1973-01-01T02:00:00.000Z,-3,24.6,511,6.3
 1973-01-01T03:00:00.000Z,-3,24.6,502,7
 1973-01-01T04:00:00.000Z,-3,24.7,516,7.2
 1973-01-01T05:00:00.000Z,-3,24.7,535,5.2
 1973-01-01T06:00:00.000Z,-3,24.8,536,4.5
 1973-01-01T07:00:00.000Z,-3.1,24.8,530,4.3
 1973-01-01T08:00:00.000Z,-3.1,24.8,536,4.5
 1973-01-01T09:00:00.000Z,-3.1,24.9,527,4.4
 1973-01-01T10:00:00.000Z,-3.1,24.9,522,4.3
 1973-01-01T11:00:00.000Z,-3.1,25,522,3.8
 1973-01-01T12:00:00.000Z,-3.1,25,520,4.1
 1973-01-01T13:00:00.000Z,-3.1,25.1,518,3.9
 1973-01-01T14:00:00.000Z,-3.1,25.1,523,3.9
 1973-01-01T15:00:00.000Z,-3.1,25.1,528,3.8
 1973-01-01T16:00:00.000Z,-3.1,25.2,509,3.3
 1973-01-01T17:00:00.000Z,-3.1,25.2,509,2.8
 1973-01-01T18:00:00.000Z,-3.1,25.3,495,3
 1973-01-01T19:00:00.000Z,-3.1,25.3,493,3.3
 1973-01-01T20:00:00.000Z,-3.1,25.3,494,3.3
 1973-01-01T21:00:00.000Z,-3.1,25.4,492,2.8
 1973-01-01T22:00:00.000Z,-3.1,25.4,492,3
 1973-01-01T23:00:00.000Z,-3.1,25.5,498,3.3
 1973-01-02T00:00:00.000Z,-3.1,25.5,493,1.9
 1973-01-02T01:00:00.000Z,-3.1,25.6,-1.00E+31,-1.00E+31
 1973-01-02T02:00:00.000Z,-3.1,25.6,-1.00E+31,-1.00E+31
 1973-01-02T03:00:00.000Z,-3.2,25.6,-1.00E+31,-1.00E+31
 1973-01-02T04:00:00.000Z,-3.2,25.7,457,1.4
 1973-01-02T05:00:00.000Z,-3.2,25.7,451,1.6
 1973-01-02T06:00:00.000Z,-3.2,25.8,-1.00E+31,-1.00E+31
 1973-01-02T07:00:00.000Z,-3.2,25.8,442,1.9
 1973-01-02T08:00:00.000Z,-3.2,25.9,427,2.5
 1973-01-02T09:00:00.000Z,-3.2,25.9,418,3
 1973-01-02T10:00:00.000Z,-3.2,25.9,413,4.2
 1973-01-02T11:00:00.000Z,-3.2,26,411,4.3
 1973-01-02T12:00:00.000Z,-3.2,26,401,2.8
 1973-01-02T13:00:00.000Z,-3.2,26.1,390,2.3
 1973-01-02T14:00:00.000Z,-3.2,26.1,375,3.5
 1973-01-02T15:00:00.000Z,-3.2,26.2,371,3.8
 1973-01-02T16:00:00.000Z,-3.2,26.2,371,3.9
 1973-01-02T17:00:00.000Z,-3.2,26.2,368,4.4
 1973-01-02T18:00:00.000Z,-3.2,26.3,365,4.4
 1973-01-02T19:00:00.000Z,-3.2,26.3,366,4.8
 1973-01-02T20:00:00.000Z,-3.2,26.4,372,4.7
 1973-01-02T21:00:00.000Z,-3.2,26.4,363,4.9
 1973-01-02T22:00:00.000Z,-3.2,26.4,362,5.7
 1973-01-02T23:00:00.000Z,-3.2,26.5,359,5.4
 1973-01-03T00:00:00.000Z,-3.3,26.5,355,5.3
 1973-01-03T01:00:00.000Z,-3.3,26.6,351,5.6
 1973-01-03T02:00:00.000Z,-3.3,26.6,358,5.8
 1973-01-03T03:00:00.000Z,-3.3,26.7,358,5.4
 1973-01-03T04:00:00.000Z,-3.3,26.7,354,6.1
 1973-01-03T05:00:00.000Z,-3.3,26.7,369,5
 1973-01-03T06:00:00.000Z,-3.3,26.8,360,5.2
 1973-01-03T07:00:00.000Z,-3.3,26.8,356,5.6
 1973-01-03T08:00:00.000Z,-3.3,26.9,347,6.5
 1973-01-03T09:00:00.000Z,-3.3,26.9,345,6.3
 1973-01-03T10:00:00.000Z,-3.3,27,341,6.4
 1973-01-03T11:00:00.000Z,-3.3,27,342,6.7
 1973-01-03T12:00:00.000Z,-3.3,27,334,6.2
 1973-01-03T13:00:00.000Z,-3.3,27.1,330,6.8
 1973-01-03T14:00:00.000Z,-3.3,27.1,334,7.6
 1973-01-03T15:00:00.000Z,-3.3,27.2,332,6.7
 1973-01-03T16:00:00.000Z,-3.3,27.2,328,7
 1973-01-03T17:00:00.000Z,-3.3,27.3,333,8.7
 1973-01-03T18:00:00.000Z,-3.3,27.3,331,9.4
 1973-01-03T19:00:00.000Z,-3.3,27.3,329,10
 1973-01-03T20:00:00.000Z,-3.3,27.4,335,11.3
 1973-01-03T21:00:00.000Z,-3.4,27.4,359,19.1
 1973-01-03T22:00:00.000Z,-3.4,27.5,367,28.2
 1973-01-03T23:00:00.000Z,-3.4,27.5,370,34.1
 1973-01-04T00:00:00.000Z,-3.4,27.5,362,37.1
 1973-01-04T01:00:00.000Z,-3.4,27.6,373,31
 1973-01-04T02:00:00.000Z,-3.4,27.6,374,30.5
 1973-01-04T03:00:00.000Z,-3.4,27.7,369,27
 1973-01-04T04:00:00.000Z,-3.4,27.7,364,18.1
 1973-01-04T05:00:00.000Z,-3.4,27.8,371,13.5
 1973-01-04T06:00:00.000Z,-3.4,27.8,376,12.7
 1973-01-04T07:00:00.000Z,-3.4,27.8,377,12.1
 1973-01-04T08:00:00.000Z,-3.4,27.9,382,13.2
 1973-01-04T09:00:00.000Z,-3.4,27.9,376,14.2
 1973-01-04T10:00:00.000Z,-3.4,28,370,13.1
 1973-01-04T11:00:00.000Z,-3.4,28,378,13.7
 1973-01-04T12:00:00.000Z,-3.4,28.1,385,15
 1973-01-04T13:00:00.000Z,-3.4,28.1,394,15.5
 1973-01-04T14:00:00.000Z,-3.4,28.1,401,15.3
 1973-01-04T15:00:00.000Z,-3.4,28.2,385,15.9
 1973-01-04T16:00:00.000Z,-3.4,28.2,394,14.6
 1973-01-04T17:00:00.000Z,-3.4,28.3,404,14.2
 1973-01-04T18:00:00.000Z,-3.5,28.3,407,13.9
 1973-01-04T19:00:00.000Z,-3.5,28.4,404,12.8
 1973-01-04T20:00:00.000Z,-3.5,28.4,409,13.2
 1973-01-04T21:00:00.000Z,-3.5,28.4,422,18.7
 1973-01-04T22:00:00.000Z,-3.5,28.5,437,22.2
 1973-01-04T23:00:00.000Z,-3.5,28.5,431,17.7
 1973-01-05T00:00:00.000Z,-3.5,28.6,438,15.7
 1973-01-05T01:00:00.000Z,-3.5,28.6,430,14.6
 1973-01-05T02:00:00.000Z,-3.5,28.6,414,14.2
 1973-01-05T03:00:00.000Z,-3.5,28.7,399,12.3
 1973-01-05T04:00:00.000Z,-3.5,28.7,404,12.2
 1973-01-05T05:00:00.000Z,-3.5,28.8,403,11.9
 1973-01-05T06:00:00.000Z,-3.5,28.8,393,11.2
 1973-01-05T07:00:00.000Z,-3.5,28.9,399,8.5
 1973-01-05T08:00:00.000Z,-3.5,28.9,404,9.4
 1973-01-05T09:00:00.000Z,-3.5,28.9,404,8.5
 1973-01-05T10:00:00.000Z,-3.5,29,408,9.1
 1973-01-05T11:00:00.000Z,-3.5,29,408,6.7
 1973-01-05T12:00:00.000Z,-3.5,29.1,420,7.7
 1973-01-05T13:00:00.000Z,-3.5,29.1,446,8
 1973-01-05T14:00:00.000Z,-3.5,29.2,450,10.2
 1973-01-05T15:00:00.000Z,-3.6,29.2,436,10.3
 1973-01-05T16:00:00.000Z,-3.6,29.2,449,10.8
 1973-01-05T17:00:00.000Z,-3.6,29.3,472,10.2
 1973-01-05T18:00:00.000Z,-3.6,29.3,479,12.7
 1973-01-05T19:00:00.000Z,-3.6,29.4,469,13
 1973-01-05T20:00:00.000Z,-3.6,29.4,499,11.4
 1973-01-05T21:00:00.000Z,-3.6,29.4,520,10.3
 1973-01-05T22:00:00.000Z,-3.6,29.5,544,9.7
 1973-01-05T23:00:00.000Z,-3.6,29.5,554,9.2
 1973-01-06T00:00:00.000Z,-3.6,29.6,546,8.5
 1973-01-06T01:00:00.000Z,-3.6,29.6,546,6.7
 1973-01-06T02:00:00.000Z,-3.6,29.7,557,5.9
 1973-01-06T03:00:00.000Z,-3.6,29.7,563,5.7
 1973-01-06T04:00:00.000Z,-3.6,29.7,558,4.5
 1973-01-06T05:00:00.000Z,-3.6,29.8,549,4.1
 1973-01-06T06:00:00.000Z,-3.6,29.8,556,4.5
 1973-01-06T07:00:00.000Z,-3.6,29.9,548,4.9
 1973-01-06T08:00:00.000Z,-3.6,29.9,533,5.2
 1973-01-06T09:00:00.000Z,-3.6,30,542,5.6
 1973-01-06T10:00:00.000Z,-3.6,30,534,6
 1973-01-06T11:00:00.000Z,-3.6,30,525,5.7
 1973-01-06T12:00:00.000Z,-3.6,30.1,515,5.2
 1973-01-06T13:00:00.000Z,-3.7,30.1,512,4.1
 1973-01-06T14:00:00.000Z,-3.7,30.2,507,3.6
 1973-01-06T15:00:00.000Z,-3.7,30.2,508,4.7
 1973-01-06T16:00:00.000Z,-3.7,30.3,505,4.9
 1973-01-06T17:00:00.000Z,-3.7,30.3,523,7.9
 1973-01-06T18:00:00.000Z,-3.7,30.3,533,6.7
 1973-01-06T19:00:00.000Z,-3.7,30.4,510,4.5
 1973-01-06T20:00:00.000Z,-3.7,30.4,511,3.4
 1973-01-06T21:00:00.000Z,-3.7,30.5,497,5.6
 1973-01-06T22:00:00.000Z,-3.7,30.5,486,5
 1973-01-06T23:00:00.000Z,-3.7,30.5,477,4.2
 1973-01-07T00:00:00.000Z,-3.7,30.6,483,3.3
 1973-01-07T01:00:00.000Z,-3.7,30.6,483,2.9
 1973-01-07T02:00:00.000Z,-3.7,30.7,476,2.8
 1973-01-07T03:00:00.000Z,-3.7,30.7,483,3.6
 1973-01-07T04:00:00.000Z,-3.7,30.8,479,4.3
 1973-01-07T05:00:00.000Z,-3.7,30.8,467,4.1
 1973-01-07T06:00:00.000Z,-3.7,30.8,461,5.2
 1973-01-07T07:00:00.000Z,-3.7,30.9,462,4.6
 1973-01-07T08:00:00.000Z,-3.7,30.9,461,5.5
 1973-01-07T09:00:00.000Z,-3.7,31,462,4.7
 1973-01-07T10:00:00.000Z,-3.8,31,439,3.1
 1973-01-07T11:00:00.000Z,-3.8,31.1,445,3.3
 1973-01-07T12:00:00.000Z,-3.8,31.1,443,4
 1973-01-07T13:00:00.000Z,-3.8,31.1,428,4.2
 1973-01-07T14:00:00.000Z,-3.8,31.2,430,3.1
 1973-01-07T15:00:00.000Z,-3.8,31.2,424,2.6
 1973-01-07T16:00:00.000Z,-3.8,31.3,429,3
 1973-01-07T17:00:00.000Z,-3.8,31.3,425,3.4
 1973-01-07T18:00:00.000Z,-3.8,31.4,447,3.4
 1973-01-07T19:00:00.000Z,-3.8,31.4,460,3
 1973-01-07T20:00:00.000Z,-3.8,31.4,455,3.7
 1973-01-07T21:00:00.000Z,-3.8,31.5,440,4.2
 1973-01-07T22:00:00.000Z,-3.8,31.5,439,4
 1973-01-07T23:00:00.000Z,-3.8,31.6,470,3.8
 1973-01-08T00:00:00.000Z,-3.8,31.6,471,3.6
 1973-01-08T01:00:00.000Z,-3.8,31.6,479,2.7
 1973-01-08T02:00:00.000Z,-3.8,31.7,475,2.5
 1973-01-08T03:00:00.000Z,-3.8,31.7,485,2.5
 1973-01-08T04:00:00.000Z,-3.8,31.8,468,2.4
 1973-01-08T05:00:00.000Z,-3.8,31.8,463,2.5
 1973-01-08T06:00:00.000Z,-3.8,31.9,469,2.8
 1973-01-08T07:00:00.000Z,-3.8,31.9,-1.00E+31,-1.00E+31
 1973-01-08T08:00:00.000Z,-3.9,31.9,-1.00E+31,-1.00E+31
 1973-01-08T09:00:00.000Z,-3.9,32,-1.00E+31,-1.00E+31
 1973-01-08T10:00:00.000Z,-3.9,32,-1.00E+31,-1.00E+31
 1973-01-08T11:00:00.000Z,-3.9,32.1,-1.00E+31,-1.00E+31
 1973-01-08T12:00:00.000Z,-3.9,32.1,-1.00E+31,-1.00E+31
 1973-01-08T13:00:00.000Z,-3.9,32.2,-1.00E+31,-1.00E+31
 1973-01-08T14:00:00.000Z,-3.9,32.2,-1.00E+31,-1.00E+31
 1973-01-08T15:00:00.000Z,-3.9,32.2,-1.00E+31,-1.00E+31
 1973-01-08T16:00:00.000Z,-3.9,32.3,-1.00E+31,-1.00E+31
 1973-01-08T17:00:00.000Z,-3.9,32.3,-1.00E+31,-1.00E+31
 1973-01-08T18:00:00.000Z,-3.9,32.4,-1.00E+31,-1.00E+31
 1973-01-08T19:00:00.000Z,-3.9,32.4,-1.00E+31,-1.00E+31
 1973-01-08T20:00:00.000Z,-3.9,32.5,-1.00E+31,-1.00E+31
 1973-01-08T21:00:00.000Z,-3.9,32.5,-1.00E+31,-1.00E+31
 1973-01-08T22:00:00.000Z,-3.9,32.5,-1.00E+31,-1.00E+31
 1973-01-08T23:00:00.000Z,-3.9,32.6,-1.00E+31,-1.00E+31
 1973-01-09T00:00:00.000Z,-3.9,32.6,-1.00E+31,-1.00E+31
 1973-01-09T01:00:00.000Z,-3.9,32.7,-1.00E+31,-1.00E+31
 1973-01-09T02:00:00.000Z,-3.9,32.7,-1.00E+31,-1.00E+31
 1973-01-09T03:00:00.000Z,-3.9,32.7,-1.00E+31,-1.00E+31
 1973-01-09T04:00:00.000Z,-3.9,32.8,-1.00E+31,-1.00E+31
 1973-01-09T05:00:00.000Z,-3.9,32.8,-1.00E+31,-1.00E+31
 1973-01-09T06:00:00.000Z,-4,32.9,-1.00E+31,-1.00E+31
 1973-01-09T07:00:00.000Z,-4,32.9,-1.00E+31,-1.00E+31
 1973-01-09T08:00:00.000Z,-4,33,-1.00E+31,-1.00E+31
 1973-01-09T09:00:00.000Z,-4,33,-1.00E+31,-1.00E+31
 1973-01-09T10:00:00.000Z,-4,33,-1.00E+31,-1.00E+31
 1973-01-09T11:00:00.000Z,-4,33.1,-1.00E+31,-1.00E+31
 1973-01-09T12:00:00.000Z,-4,33.1,-1.00E+31,-1.00E+31
 1973-01-09T13:00:00.000Z,-4,33.2,-1.00E+31,-1.00E+31
 1973-01-09T14:00:00.000Z,-4,33.2,-1.00E+31,-1.00E+31
 1973-01-09T15:00:00.000Z,-4,33.3,-1.00E+31,-1.00E+31
 1973-01-09T16:00:00.000Z,-4,33.3,-1.00E+31,-1.00E+31
 1973-01-09T17:00:00.000Z,-4,33.3,-1.00E+31,-1.00E+31
 1973-01-09T18:00:00.000Z,-4,33.4,-1.00E+31,-1.00E+31
 1973-01-09T19:00:00.000Z,-4,33.4,-1.00E+31,-1.00E+31
 1973-01-09T20:00:00.000Z,-4,33.5,-1.00E+31,-1.00E+31
 1973-01-09T21:00:00.000Z,-4,33.5,-1.00E+31,-1.00E+31
 1973-01-09T22:00:00.000Z,-4,33.6,-1.00E+31,-1.00E+31
 1973-01-09T23:00:00.000Z,-4,33.6,-1.00E+31,-1.00E+31
 1973-01-10T00:00:00.000Z,-4,33.6,-1.00E+31,-1.00E+31
 1973-01-10T01:00:00.000Z,-4,33.7,-1.00E+31,-1.00E+31
 1973-01-10T02:00:00.000Z,-4,33.7,-1.00E+31,-1.00E+31
 1973-01-10T03:00:00.000Z,-4,33.8,-1.00E+31,-1.00E+31
 1973-01-10T04:00:00.000Z,-4,33.8,-1.00E+31,-1.00E+31
 1973-01-10T05:00:00.000Z,-4.1,33.8,-1.00E+31,-1.00E+31
 1973-01-10T06:00:00.000Z,-4.1,33.9,611,5.2
 1973-01-10T07:00:00.000Z,-4.1,33.9,581,5.3
 1973-01-10T08:00:00.000Z,-4.1,34,571,4.7
 1973-01-10T09:00:00.000Z,-4.1,34,590,4.8
 1973-01-10T10:00:00.000Z,-4.1,34.1,596,4.7
 1973-01-10T11:00:00.000Z,-4.1,34.1,577,4.5
 1973-01-10T12:00:00.000Z,-4.1,34.1,581,4.7
 1973-01-10T13:00:00.000Z,-4.1,34.2,587,4.7
 1973-01-10T14:00:00.000Z,-4.1,34.2,592,4.5
 1973-01-10T15:00:00.000Z,-4.1,34.3,594,4.9
 1973-01-10T16:00:00.000Z,-4.1,34.3,587,5.2
 1973-01-10T17:00:00.000Z,-4.1,34.4,591,5
 1973-01-10T18:00:00.000Z,-4.1,34.4,585,4.6
 1973-01-10T19:00:00.000Z,-4.1,34.4,597,4.8
 1973-01-10T20:00:00.000Z,-4.1,34.5,628,4.7
 1973-01-10T21:00:00.000Z,-4.1,34.5,624,4.7
 1973-01-10T22:00:00.000Z,-4.1,34.6,633,4.9
 1973-01-10T23:00:00.000Z,-4.1,34.6,638,4.5
 1973-01-11T00:00:00.000Z,-4.1,34.7,645,4.5
 1973-01-11T01:00:00.000Z,-4.1,34.7,636,4.4
 1973-01-11T02:00:00.000Z,-4.1,34.7,634,4.4
 1973-01-11T03:00:00.000Z,-4.2,34.8,628,4.3
 1973-01-11T04:00:00.000Z,-4.2,34.8,620,4.5
 1973-01-11T05:00:00.000Z,-4.2,34.9,608,4.7
 1973-01-11T06:00:00.000Z,-4.2,34.9,629,4.3
 1973-01-11T07:00:00.000Z,-4.2,35,620,3.8
 1973-01-11T08:00:00.000Z,-4.2,35,628,3.9
 1973-01-11T09:00:00.000Z,-4.2,35,650,4
 1973-01-11T10:00:00.000Z,-4.2,35.1,650,4.5
 1973-01-11T11:00:00.000Z,-4.2,35.1,679,4.5
 1973-01-11T12:00:00.000Z,-4.2,35.2,670,4
 1973-01-11T13:00:00.000Z,-4.2,35.2,727,4.3
 1973-01-11T14:00:00.000Z,-4.2,35.2,735,4
 1973-01-11T15:00:00.000Z,-4.2,35.3,740,4.5
 1973-01-11T16:00:00.000Z,-4.2,35.3,737,4.5
 1973-01-11T17:00:00.000Z,-4.2,35.4,733,3.7
 1973-01-11T18:00:00.000Z,-4.2,35.4,729,3.4
 1973-01-11T19:00:00.000Z,-4.2,35.5,713,3.4
 1973-01-11T20:00:00.000Z,-4.2,35.5,749,3.8
 1973-01-11T21:00:00.000Z,-4.2,35.5,-1.00E+31,-1.00E+31
 1973-01-11T22:00:00.000Z,-4.2,35.6,-1.00E+31,-1.00E+31
 1973-01-11T23:00:00.000Z,-4.2,35.6,-1.00E+31,-1.00E+31
 1973-01-12T00:00:00.000Z,-4.2,35.7,662,2.8
 1973-01-12T01:00:00.000Z,-4.2,35.7,-1.00E+31,-1.00E+31
 1973-01-12T02:00:00.000Z,-4.3,35.8,-1.00E+31,-1.00E+31
 1973-01-12T03:00:00.000Z,-4.3,35.8,657,2.8
 1973-01-12T04:00:00.000Z,-4.3,35.8,649,3
 1973-01-12T05:00:00.000Z,-4.3,35.9,-1.00E+31,-1.00E+31
 1973-01-12T06:00:00.000Z,-4.3,35.9,-1.00E+31,-1.00E+31
 1973-01-12T07:00:00.000Z,-4.3,36,645,3
 1973-01-12T08:00:00.000Z,-4.3,36,649,3.2
 1973-01-12T09:00:00.000Z,-4.3,36.1,659,3.3
